,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,,,
Date,SX5E Index,,,SPX Index,,,TPX Index,,,AEX Index,,,IBEX Index,,,UKX Index,,,USDEUR Curncy,,,JPYEUR Curncy,,,GBPEUR Curncy,,,LBEATREU Index,,,,INGEHIH LX Equity
9-Dec-11,2342.59,,12/9/2011,1255.19,,12/9/2011,738.12,,12/9/2011,304.58,,12/9/2011,8649.7,,12/9/2011,5529.21,,12/9/2011,0.7478,,12/9/2011,0.96365,,12/9/2011,1.1701,,12/9/2011,184.3774,-0.000447894,,,6911.62
10-Dec-11,2342.59,,12/10/2011,1255.19,,12/10/2011,738.12,,12/10/2011,304.58,,12/10/2011,8649.7,,12/10/2011,5529.21,,12/10/2011,0.7478,,12/10/2011,0.96365,,12/10/2011,1.1701,,12/10/2011,184.3774,0,,,6910.88
11-Dec-11,2342.59,,12/11/2011,1255.19,,12/11/2011,738.12,,12/11/2011,304.58,,12/11/2011,8649.7,,12/11/2011,5529.21,,12/11/2011,0.7478,,12/11/2011,0.96365,,12/11/2011,1.1701,,12/11/2011,184.3774,0,,,6953.87
12-Dec-11,2269.46,,12/12/2011,1236.47,,12/12/2011,746.69,,12/12/2011,297.39,,12/12/2011,8381,,12/12/2011,5427.86,,12/12/2011,0.7575,,12/12/2011,0.9727,,12/12/2011,1.181,,12/12/2011,184.8294,0.002448494,,,6897.99
13-Dec-11,2260.98,,12/13/2011,1225.73,,12/13/2011,740.71,,12/13/2011,298.56,,12/13/2011,8327.8,,12/13/2011,5490.15,,12/13/2011,0.7644,,12/13/2011,0.98065,,12/13/2011,1.1867,,12/13/2011,184.9701,0.000760953,,,6884.36
14-Dec-11,2205.91,,12/14/2011,1211.82,,12/14/2011,736.98,,12/14/2011,292.15,,12/14/2011,8182,,12/14/2011,5366.8,,12/14/2011,0.7698,,12/14/2011,0.9858,,12/14/2011,1.1906,,12/14/2011,185.4714,0.002706502,,,6881.86
15-Dec-11,2224.89,,12/15/2011,1215.75,,12/15/2011,725.02,,12/15/2011,294.62,,12/15/2011,8250.4,,12/15/2011,5400.85,,12/15/2011,0.7688,,12/15/2011,0.98706,,12/15/2011,1.1912,,12/15/2011,186.1342,0.003567227,,,6893.62
16-Dec-11,2202.72,,12/16/2011,1219.66,,12/16/2011,723.56,,12/16/2011,294.03,,12/16/2011,8203.4,,12/16/2011,5387.34,,12/16/2011,0.7685,,12/16/2011,0.98809,,12/16/2011,1.1912,,12/16/2011,186.7276,0.003182951,,,6943.84
17-Dec-11,2202.72,,12/17/2011,1219.66,,12/17/2011,723.56,,12/17/2011,294.03,,12/17/2011,8203.4,,12/17/2011,5387.34,,12/17/2011,0.7685,,12/17/2011,0.98809,,12/17/2011,1.1912,,12/17/2011,186.7276,0,,,6888.44
18-Dec-11,2202.72,,12/18/2011,1219.66,,12/18/2011,723.56,,12/18/2011,294.03,,12/18/2011,8203.4,,12/18/2011,5387.34,,12/18/2011,0.7685,,12/18/2011,0.98809,,12/18/2011,1.1912,,12/18/2011,186.7276,0,,,6855.93
19-Dec-11,2202.95,,12/19/2011,1205.35,,12/19/2011,716.38,,12/19/2011,293.9,,12/19/2011,8253,,12/19/2011,5364.99,,12/19/2011,0.7684,,12/19/2011,0.98578,,12/19/2011,1.1927,,12/19/2011,186.8394,0.000598554,,,6841.3
20-Dec-11,2262.39,,12/20/2011,1241.3,,12/20/2011,718.49,,12/20/2011,301.79,,12/20/2011,8454.4,,12/20/2011,5419.6,,12/20/2011,0.7641,,12/20/2011,0.98228,,12/20/2011,1.197,,12/20/2011,186.9004,0.00032643,,,6827.93
21-Dec-11,2244.35,,12/21/2011,1243.72,,12/21/2011,725.68,,12/21/2011,300.8,,12/21/2011,8378.4,,12/21/2011,5389.74,,12/21/2011,0.7649,,12/21/2011,0.98111,,12/21/2011,1.2003,,12/21/2011,186.6865,-0.001145115,,,6811.45
22-Dec-11,2273.02,,12/22/2011,1254,,12/22/2011,723.12,,12/22/2011,305.18,,12/22/2011,8462.9,,12/22/2011,5456.97,,12/22/2011,0.7663,,12/22/2011,0.98043,,12/22/2011,1.2007,,12/22/2011,186.6592,-0.000146245,,,6800.68
23-Dec-11,2290.37,,12/23/2011,1265.33,,12/23/2011,723.12,,12/23/2011,307.79,,12/23/2011,8542.7,,12/23/2011,5512.7,,12/23/2011,0.7659,,12/23/2011,0.9813,,12/23/2011,1.1972,,12/23/2011,186.9256,0.001426182,,,6780.06
24-Dec-11,2290.37,,12/24/2011,1265.33,,12/24/2011,723.12,,12/24/2011,307.79,,12/24/2011,8542.7,,12/24/2011,5512.7,,12/24/2011,0.7659,,12/24/2011,0.9813,,12/24/2011,1.1972,,12/24/2011,186.9256,0,,,6760.37
25-Dec-11,2290.37,,12/25/2011,1265.33,,12/25/2011,723.12,,12/25/2011,307.79,,12/25/2011,8542.7,,12/25/2011,5512.7,,12/25/2011,0.7659,,12/25/2011,0.9813,,12/25/2011,1.1972,,12/25/2011,186.9256,0,,,6759.61
26-Dec-11,2290.37,,12/26/2011,1265.33,,12/26/2011,726.44,,12/26/2011,307.79,,12/26/2011,8542.7,,12/26/2011,5512.7,,12/26/2011,0.765,,12/26/2011,0.98177,,12/26/2011,1.1974,,12/26/2011,186.9256,0,,,6752.27
27-Dec-11,2290.31,,12/27/2011,1265.43,,12/27/2011,724.25,,12/27/2011,309.37,,12/27/2011,8529.6,,12/27/2011,5512.7,,12/27/2011,0.7648,,12/27/2011,0.9825,,12/27/2011,1.1981,,12/27/2011,186.9256,0,,,6749.83
28-Dec-11,2255.03,,12/28/2011,1249.64,,12/28/2011,721.45,,12/28/2011,306.76,,12/28/2011,8358.4,,12/28/2011,5507.4,,12/28/2011,0.773,,12/28/2011,0.991,,12/28/2011,1.1965,,12/28/2011,187.4348,0.002720375,,,6745.23
29-Dec-11,2292.28,,12/29/2011,1263.02,,12/29/2011,722.12,,12/29/2011,310.76,,12/29/2011,8487.9,,12/29/2011,5566.77,,12/29/2011,0.7726,,12/29/2011,0.99424,,12/29/2011,1.1899,,12/29/2011,187.652,0.001158132,,,6790.24
30-Dec-11,2316.55,,12/30/2011,1257.6,,12/30/2011,728.61,,12/30/2011,312.47,,12/30/2011,8566.3,,12/30/2011,5572.28,,12/30/2011,0.7715,,12/30/2011,1.00231,,12/30/2011,1.1967,,12/30/2011,187.5283,-0.000659416,,,6733.89
31-Dec-11,2316.55,,12/31/2011,1257.6,,12/31/2011,728.61,,12/31/2011,312.47,,12/31/2011,8566.3,,12/31/2011,5572.28,,12/31/2011,0.7715,,12/31/2011,1.00231,,12/31/2011,1.1967,,12/31/2011,187.5283,0,,,6726.46
1-Jan-12,2316.55,,1/1/2012,1257.6,,1/1/2012,728.61,,1/1/2012,312.47,,1/1/2012,8566.3,,1/1/2012,5572.28,,1/1/2012,0.7715,,1/1/2012,1.00231,,1/1/2012,1.1967,,1/1/2012,187.5283,0,,,6764.71
2-Jan-12,2370.2,,1/2/2012,1257.6,,1/2/2012,728.61,,1/2/2012,316.82,,1/2/2012,8723.8,,1/2/2012,5572.28,,1/2/2012,0.7738,,1/2/2012,1.00532,,1/2/2012,1.1991,,1/2/2012,187.5283,0,,,6706.12
3-Jan-12,2389.91,,1/3/2012,1277.06,,1/3/2012,728.61,,1/3/2012,318.04,,1/3/2012,8732.4,,1/3/2012,5699.91,,1/3/2012,0.7663,,1/3/2012,0.99936,,1/3/2012,1.1993,,1/3/2012,187.2685,-0.001386351,,,6696.7
4-Jan-12,2349.89,,1/4/2012,1277.3,,1/4/2012,742.99,,1/4/2012,314.53,,1/4/2012,8581.8,,1/4/2012,5668.45,,1/4/2012,0.772,,1/4/2012,1.00679,,1/4/2012,1.2068,,1/4/2012,186.9536,-0.001682958,,,6684.05
5-Jan-12,2315.75,,1/5/2012,1281.06,,1/5/2012,736.28,,1/5/2012,311.92,,1/5/2012,8329.6,,1/5/2012,5624.26,,1/5/2012,0.7816,,1/5/2012,1.01299,,1/5/2012,1.2109,,1/5/2012,186.65,-0.001625252,,,6670.21
6-Jan-12,2298.65,,1/6/2012,1277.81,,1/6/2012,729.6,,1/6/2012,311.11,,1/6/2012,8289.1,,1/6/2012,5649.68,,1/6/2012,0.7861,,1/6/2012,1.02003,,1/6/2012,1.2122,,1/6/2012,186.3218,-0.001759919,,,6652.57
7-Jan-12,2298.65,,1/7/2012,1277.81,,1/7/2012,729.6,,1/7/2012,311.11,,1/7/2012,8289.1,,1/7/2012,5649.68,,1/7/2012,0.7861,,1/7/2012,1.02003,,1/7/2012,1.2122,,1/7/2012,186.3218,0,,,6656.14
8-Jan-12,2298.65,,1/8/2012,1277.81,,1/8/2012,729.6,,1/8/2012,311.11,,1/8/2012,8289.1,,1/8/2012,5649.68,,1/8/2012,0.7861,,1/8/2012,1.02003,,1/8/2012,1.2122,,1/8/2012,186.3218,0,,,6645.9
9-Jan-12,2286.45,,1/9/2012,1280.7,,1/9/2012,729.6,,1/9/2012,311.76,,1/9/2012,8278.9,,1/9/2012,5612.26,,1/9/2012,0.7852,,1/9/2012,1.02136,,1/9/2012,1.2111,,1/9/2012,186.654,0.001781349,,,6631.04
10-Jan-12,2347.47,,1/10/2012,1292.08,,1/10/2012,731.93,,1/10/2012,315.5,,1/10/2012,8472.9,,1/10/2012,5696.7,,1/10/2012,0.7826,,1/10/2012,1.01863,,1/10/2012,1.2115,,1/10/2012,186.7674,0.000607357,,,6615.68
11-Jan-12,2339.51,,1/11/2012,1292.48,,1/11/2012,733.47,,1/11/2012,311.65,,1/11/2012,8426.8,,1/11/2012,5670.82,,1/11/2012,0.7875,,1/11/2012,1.02407,,1/11/2012,1.2074,,1/11/2012,187.574,0.004309442,,,6600.51
12-Jan-12,2345.85,,1/12/2012,1295.5,,1/12/2012,727.15,,1/12/2012,310.3,,1/12/2012,8427,,1/12/2012,5662.42,,1/12/2012,0.7791,,1/12/2012,1.0158,,1/12/2012,1.195,,1/12/2012,188.5749,0.005321841,,,6586.68
13-Jan-12,2338.01,,1/13/2012,1289.09,,1/13/2012,734.6,,1/13/2012,309.28,,1/13/2012,8450.6,,1/13/2012,5636.64,,1/13/2012,0.7889,,1/13/2012,1.02608,,1/13/2012,1.2064,,1/13/2012,188.6857,0.000587392,,,6573.12
14-Jan-12,2338.01,,1/14/2012,1289.09,,1/14/2012,734.6,,1/14/2012,309.28,,1/14/2012,8450.6,,1/14/2012,5636.64,,1/14/2012,0.7889,,1/14/2012,1.02608,,1/14/2012,1.2064,,1/14/2012,188.6857,0,,,6562.66
15-Jan-12,2338.01,,1/15/2012,1289.09,,1/15/2012,734.6,,1/15/2012,309.28,,1/15/2012,8450.6,,1/15/2012,5636.64,,1/15/2012,0.7889,,1/15/2012,1.02608,,1/15/2012,1.2064,,1/15/2012,188.6857,0,,,6561.06
16-Jan-12,2361.56,,1/16/2012,1289.09,,1/16/2012,725.24,,1/16/2012,313.23,,1/16/2012,8449.6,,1/16/2012,5657.44,,1/16/2012,0.789,,1/16/2012,1.02782,,1/16/2012,1.2093,,1/16/2012,188.8138,0.000678676,,,6551.37
17-Jan-12,2396.63,,1/17/2012,1293.67,,1/17/2012,731.53,,1/17/2012,315.64,,1/17/2012,8535.3,,1/17/2012,5693.95,,1/17/2012,0.7854,,1/17/2012,1.02213,,1/17/2012,1.2057,,1/17/2012,188.7631,-0.000268555,,,6544.79
18-Jan-12,2390.64,,1/18/2012,1308.04,,1/18/2012,734.98,,1/18/2012,315.52,,1/18/2012,8420.7,,1/18/2012,5702.37,,1/18/2012,0.7782,,1/18/2012,1.01357,,1/18/2012,1.2005,,1/18/2012,188.8004,0.000197583,,,6538.36
19-Jan-12,2435.04,,1/19/2012,1314.5,,1/19/2012,740.68,,1/19/2012,320.48,,1/19/2012,8603.8,,1/19/2012,5741.15,,1/19/2012,0.7734,,1/19/2012,1.0013,,1/19/2012,1.1961,,1/19/2012,188.6425,-0.000836683,,,6518.97
20-Jan-12,2426.96,,1/20/2012,1315.38,,1/20/2012,755.47,,1/20/2012,320.31,,1/20/2012,8561.9,,1/20/2012,5728.55,,1/20/2012,0.7734,,1/20/2012,1.00482,,1/20/2012,1.2018,,1/20/2012,188.8176,0.00092778,,,6510.39
21-Jan-12,2426.96,,1/21/2012,1315.38,,1/21/2012,755.47,,1/21/2012,320.31,,1/21/2012,8561.9,,1/21/2012,5728.55,,1/21/2012,0.7734,,1/21/2012,1.00482,,1/21/2012,1.2018,,1/21/2012,188.8176,0,,,6503.03
22-Jan-12,2426.96,,1/22/2012,1315.38,,1/22/2012,755.47,,1/22/2012,320.31,,1/22/2012,8561.9,,1/22/2012,5728.55,,1/22/2012,0.7734,,1/22/2012,1.00482,,1/22/2012,1.2018,,1/22/2012,188.8176,0,,,6488.58
23-Jan-12,2441.44,,1/23/2012,1316,,1/23/2012,756.79,,1/23/2012,323.02,,1/23/2012,8619.6,,1/23/2012,5782.56,,1/23/2012,0.7685,,1/23/2012,0.99846,,1/23/2012,1.197,,1/23/2012,189.0249,0.001097283,,,6498
24-Jan-12,2432.07,,1/24/2012,1314.65,,1/24/2012,757.4,,1/24/2012,320.97,,1/24/2012,8591.4,,1/24/2012,5751.9,,1/24/2012,0.7678,,1/24/2012,0.98772,,1/24/2012,1.1981,,1/24/2012,188.9227,-0.000540816,,,6506.83
25-Jan-12,2421.12,,1/25/2012,1326.05,,1/25/2012,767.4,,1/25/2012,319.44,,1/25/2012,8555.4,,1/25/2012,5723,,1/25/2012,0.7663,,1/25/2012,0.98611,,1/25/2012,1.1967,,1/25/2012,189.1962,0.001446635,,,6497.39
26-Jan-12,2460.4,,1/26/2012,1318.43,,1/26/2012,764.61,,1/26/2012,322.82,,1/26/2012,8713.8,,1/26/2012,5795.2,,1/26/2012,0.7606,,1/26/2012,0.98193,,1/26/2012,1.1947,,1/26/2012,190.0634,0.004573129,,,6504.07
27-Jan-12,2436.62,,1/27/2012,1316.33,,1/27/2012,761.13,,1/27/2012,319.36,,1/27/2012,8657.3,,1/27/2012,5733.45,,1/27/2012,0.7593,,1/27/2012,0.98976,,1/27/2012,1.1925,,1/27/2012,190.7675,0.003697708,,,6501.6
28-Jan-12,2436.62,,1/28/2012,1316.33,,1/28/2012,761.13,,1/28/2012,319.36,,1/28/2012,8657.3,,1/28/2012,5733.45,,1/28/2012,0.7593,,1/28/2012,0.98976,,1/28/2012,1.1925,,1/28/2012,190.7675,0,,,6509.35
29-Jan-12,2436.62,,1/29/2012,1316.33,,1/29/2012,761.13,,1/29/2012,319.36,,1/29/2012,8657.3,,1/29/2012,5733.45,,1/29/2012,0.7593,,1/29/2012,0.98976,,1/29/2012,1.1925,,1/29/2012,190.7675,0,,,6509.53
30-Jan-12,2404.62,,1/30/2012,1313.01,,1/30/2012,757.01,,1/30/2012,315.63,,1/30/2012,8517,,1/30/2012,5671.09,,1/30/2012,0.7617,,1/30/2012,0.99826,,1/30/2012,1.1948,,1/30/2012,190.866,0.000516202,,,6497.96
31-Jan-12,2416.66,,1/31/2012,1312.41,,1/31/2012,755.27,,1/31/2012,318.47,,1/31/2012,8509.2,,1/31/2012,5681.61,,1/31/2012,0.7651,,1/31/2012,1.00285,,1/31/2012,1.2049,,1/31/2012,191.2374,0.001943977,,,6488.5
1-Feb-12,2470.79,,2/1/2012,1324.09,,2/1/2012,757.96,,2/1/2012,325.15,,2/1/2012,8696.6,,2/1/2012,5790.72,,2/1/2012,0.7585,,2/1/2012,0.99449,,2/1/2012,1.2019,,2/1/2012,191.8759,0.003333221,,,6487.92
2-Feb-12,2478.15,,2/2/2012,1325.54,,2/2/2012,762.45,,2/2/2012,323.06,,2/2/2012,8772.3,,2/2/2012,5796.07,,2/2/2012,0.7604,,2/2/2012,0.9986,,2/2/2012,1.2021,,2/2/2012,192.2383,0.001886939,,,6481.07
3-Feb-12,2515.15,,2/3/2012,1344.9,,2/3/2012,760.69,,2/3/2012,326.33,,2/3/2012,8861.2,,2/3/2012,5901.07,,2/3/2012,0.7611,,2/3/2012,0.99418,,2/3/2012,1.2035,,2/3/2012,192.0527,-0.000965935,,,6473.62
4-Feb-12,2515.15,,2/4/2012,1344.9,,2/4/2012,760.69,,2/4/2012,326.33,,2/4/2012,8861.2,,2/4/2012,5901.07,,2/4/2012,0.7611,,2/4/2012,0.99418,,2/4/2012,1.2035,,2/4/2012,192.0527,0,,,6466.96
5-Feb-12,2515.15,,2/5/2012,1344.9,,2/5/2012,760.69,,2/5/2012,326.33,,2/5/2012,8861.2,,2/5/2012,5901.07,,2/5/2012,0.7611,,2/5/2012,0.99418,,2/5/2012,1.2035,,2/5/2012,192.0527,0,,,6463.53
6-Feb-12,2507.89,,2/6/2012,1344.33,,2/6/2012,769.85,,2/6/2012,325.06,,2/6/2012,8835.3,,2/6/2012,5892.2,,2/6/2012,0.7617,,2/6/2012,0.99471,,2/6/2012,1.2051,,2/6/2012,192.3708,0.001654946,,,6466.28
7-Feb-12,2514.12,,2/7/2012,1347.05,,2/7/2012,772.77,,2/7/2012,325.97,,2/7/2012,8846.9,,2/7/2012,5890.26,,2/7/2012,0.7542,,2/7/2012,0.98119,,2/7/2012,1.1989,,2/7/2012,192.123,-0.001288968,,,6473.72
8-Feb-12,2512.92,,2/8/2012,1349.96,,2/8/2012,782.34,,2/8/2012,325.33,,2/8/2012,8849.3,,2/8/2012,5875.93,,2/8/2012,0.7534,,2/8/2012,0.9782,,2/8/2012,1.1926,,2/8/2012,192.0839,-0.000203536,,,6469.22
9-Feb-12,2522.34,,2/9/2012,1351.95,,2/9/2012,784.49,,2/9/2012,325.12,,2/9/2012,8902.1,,2/9/2012,5895.47,,2/9/2012,0.7523,,2/9/2012,0.97032,,2/9/2012,1.1908,,2/9/2012,192.0693,-7.60E-05,,,6475.24
10-Feb-12,2480.76,,2/10/2012,1342.64,,2/10/2012,779.07,,2/10/2012,320.09,,2/10/2012,8797.1,,2/10/2012,5852.39,,2/10/2012,0.758,,2/10/2012,0.9767,,2/10/2012,1.1934,,2/10/2012,192.1482,0.000410705,,,6478.53
11-Feb-12,2480.76,,2/11/2012,1342.64,,2/11/2012,779.07,,2/11/2012,320.09,,2/11/2012,8797.1,,2/11/2012,5852.39,,2/11/2012,0.758,,2/11/2012,0.9767,,2/11/2012,1.1934,,2/11/2012,192.1482,0,,,6475.59
12-Feb-12,2480.76,,2/12/2012,1342.64,,2/12/2012,779.07,,2/12/2012,320.09,,2/12/2012,8797.1,,2/12/2012,5852.39,,2/12/2012,0.758,,2/12/2012,0.9767,,2/12/2012,1.1934,,2/12/2012,192.1482,0,,,6511.36
13-Feb-12,2491.54,,2/13/2012,1351.77,,2/13/2012,781.68,,2/13/2012,322.61,,2/13/2012,8788.3,,2/13/2012,5905.7,,2/13/2012,0.7572,,2/13/2012,0.97594,,2/13/2012,1.1947,,2/13/2012,192.4246,0.001437439,,,6467.25
14-Feb-12,2488.29,,2/14/2012,1350.5,,2/14/2012,786.8,,2/14/2012,321.87,,2/14/2012,8771.9,,2/14/2012,5899.87,,2/14/2012,0.7624,,2/14/2012,0.97242,,2/14/2012,1.195,,2/14/2012,192.5127,0.000457737,,,6441.69
15-Feb-12,2493.96,,2/15/2012,1343.23,,2/15/2012,802.96,,2/15/2012,322.86,,2/15/2012,8741.6,,2/15/2012,5892.16,,2/15/2012,0.7657,,2/15/2012,0.97735,,2/15/2012,1.2022,,2/15/2012,192.3802,-0.000688503,,,6420.81
16-Feb-12,2489.35,,2/16/2012,1358.04,,2/16/2012,800.25,,2/16/2012,325.18,,2/16/2012,8558.1,,2/16/2012,5885.38,,2/16/2012,0.7631,,2/16/2012,0.96683,,2/16/2012,1.2045,,2/16/2012,192.2681,-0.00058287,,,6404.63
17-Feb-12,2520.31,,2/17/2012,1361.23,,2/17/2012,810.45,,2/17/2012,327.93,,2/17/2012,8657,,2/17/2012,5905.07,,2/17/2012,0.7603,,2/17/2012,0.95724,,2/17/2012,1.2039,,2/17/2012,192.2464,-0.00011287,,,6393.51
18-Feb-12,2520.31,,2/18/2012,1361.23,,2/18/2012,810.45,,2/18/2012,327.93,,2/18/2012,8657,,2/18/2012,5905.07,,2/18/2012,0.7603,,2/18/2012,0.95724,,2/18/2012,1.2039,,2/18/2012,192.2464,0,,,6386.62
19-Feb-12,2520.31,,2/19/2012,1361.23,,2/19/2012,810.45,,2/19/2012,327.93,,2/19/2012,8657,,2/19/2012,5905.07,,2/19/2012,0.7603,,2/19/2012,0.95724,,2/19/2012,1.2039,,2/19/2012,192.2464,0,,,6390.89
20-Feb-12,2550.28,,2/20/2012,1361.23,,2/20/2012,819.03,,2/20/2012,332.58,,2/20/2012,8818.1,,2/20/2012,5945.25,,2/20/2012,0.7552,,2/20/2012,0.94916,,2/20/2012,1.1966,,2/20/2012,192.4656,0.001139554,,,6393
21-Feb-12,2541.6,,2/21/2012,1362.21,,2/21/2012,816.29,,2/21/2012,330.51,,2/21/2012,8767.1,,2/21/2012,5928.2,,2/21/2012,0.7549,,2/21/2012,0.94685,,2/21/2012,1.1926,,2/21/2012,192.6267,0.000836683,,,6382.85
22-Feb-12,2519,,2/22/2012,1357.66,,2/22/2012,825.4,,2/22/2012,326.77,,2/22/2012,8657,,2/22/2012,5916.55,,2/22/2012,0.7548,,2/22/2012,0.93922,,2/22/2012,1.1826,,2/22/2012,192.7671,0.000728605,,,6372.17
23-Feb-12,2508.08,,2/23/2012,1363.46,,2/23/2012,829.35,,2/23/2012,326.22,,2/23/2012,8527.7,,2/23/2012,5937.89,,2/23/2012,0.7509,,2/23/2012,0.93657,,2/23/2012,1.1792,,2/23/2012,192.956,0.000979459,,,6362.15
24-Feb-12,2523.69,,2/24/2012,1365.74,,2/24/2012,834.29,,2/24/2012,324.91,,2/24/2012,8527.7,,2/24/2012,5935.13,,2/24/2012,0.7428,,2/24/2012,0.91849,,2/24/2012,1.1789,,2/24/2012,193.1699,0.001107929,,,6353.45
25-Feb-12,2523.69,,2/25/2012,1365.74,,2/25/2012,834.29,,2/25/2012,324.91,,2/25/2012,8527.7,,2/25/2012,5935.13,,2/25/2012,0.7428,,2/25/2012,0.91849,,2/25/2012,1.1789,,2/25/2012,193.1699,0,,,6343.01
26-Feb-12,2523.69,,2/26/2012,1365.74,,2/26/2012,834.29,,2/26/2012,324.91,,2/26/2012,8527.7,,2/26/2012,5935.13,,2/26/2012,0.7428,,2/26/2012,0.91849,,2/26/2012,1.1789,,2/26/2012,193.1699,0,,,6336.27
27-Feb-12,2513.06,,2/27/2012,1367.59,,2/27/2012,835.25,,2/27/2012,324.98,,2/27/2012,8537.2,,2/27/2012,5915.55,,2/27/2012,0.7456,,2/27/2012,0.92779,,2/27/2012,1.1814,,2/27/2012,193.6251,0.002353703,,,6326.6
28-Feb-12,2519.72,,2/28/2012,1372.18,,2/28/2012,838.48,,2/28/2012,325.55,,2/28/2012,8526.7,,2/28/2012,5927.91,,2/28/2012,0.7434,,2/28/2012,0.92326,,2/28/2012,1.1805,,2/28/2012,193.9055,0.001447112,,,6392.55
29-Feb-12,2512.11,,2/29/2012,1365.68,,2/29/2012,835.96,,2/29/2012,324.25,,2/29/2012,8465.9,,2/29/2012,5871.51,,2/29/2012,0.7488,,2/29/2012,0.92418,,2/29/2012,1.1932,,2/29/2012,194.3299,0.002186303,,,6345.57
1-Mar-12,2548.66,,3/1/2012,1374.09,,3/1/2012,831.54,,3/1/2012,326.55,,3/1/2012,8547.7,,3/1/2012,5931.25,,3/1/2012,0.751,,3/1/2012,0.92565,,3/1/2012,1.1976,,3/1/2012,194.8678,0.00276415,,,6350.52
2-Mar-12,2546.16,,3/2/2012,1369.63,,3/2/2012,837.82,,3/2/2012,327.85,,3/2/2012,8563.4,,3/2/2012,5911.13,,3/2/2012,0.757,,3/2/2012,0.92786,,3/2/2012,1.2006,,3/2/2012,195.3548,0.002496013,,,6352.76
3-Mar-12,2546.16,,3/3/2012,1369.63,,3/3/2012,837.82,,3/3/2012,327.85,,3/3/2012,8563.4,,3/3/2012,5911.13,,3/3/2012,0.757,,3/3/2012,0.92786,,3/3/2012,1.2006,,3/3/2012,195.3548,0,,,6351.13
4-Mar-12,2546.16,,3/4/2012,1369.63,,3/4/2012,837.82,,3/4/2012,327.85,,3/4/2012,8563.4,,3/4/2012,5911.13,,3/4/2012,0.757,,3/4/2012,0.92786,,3/4/2012,1.2006,,3/4/2012,195.3548,0,,,6362.28
5-Mar-12,2529.86,,3/5/2012,1364.33,,3/5/2012,832.86,,3/5/2012,325.64,,3/5/2012,8453.5,,3/5/2012,5874.82,,3/5/2012,0.7561,,3/5/2012,0.9288,,3/5/2012,1.1996,,3/5/2012,195.0658,-0.001480455,,,6360.9
6-Mar-12,2443.52,,3/6/2012,1343.36,,3/6/2012,827.35,,3/6/2012,317.53,,3/6/2012,8166.6,,3/6/2012,5765.8,,3/6/2012,0.7625,,3/6/2012,0.94529,,3/6/2012,1.1981,,3/6/2012,194.7031,-0.001861103,,,6364.53
7-Mar-12,2460.77,,3/7/2012,1352.63,,3/7/2012,822.71,,3/7/2012,319.64,,3/7/2012,8161.8,,3/7/2012,5791.41,,3/7/2012,0.7608,,3/7/2012,0.93906,,3/7/2012,1.1975,,3/7/2012,194.9263,0.001145704,,,6351.4
8-Mar-12,2514.22,,3/8/2012,1365.91,,3/8/2012,836.16,,3/8/2012,325.11,,3/8/2012,8307.4,,3/8/2012,5859.73,,3/8/2012,0.754,,3/8/2012,0.925,,3/8/2012,1.1928,,3/8/2012,195.2438,0.001627496,,,6317.8
9-Mar-12,2515.95,,3/9/2012,1370.87,,3/9/2012,848.71,,3/9/2012,326.03,,3/9/2012,8282.7,,3/9/2012,5887.49,,3/9/2012,0.7624,,3/9/2012,0.92393,,3/9/2012,1.195,,3/9/2012,195.3987,0.000793053,,,6310.99
10-Mar-12,2515.95,,3/10/2012,1370.87,,3/10/2012,848.71,,3/10/2012,326.03,,3/10/2012,8282.7,,3/10/2012,5887.49,,3/10/2012,0.7624,,3/10/2012,0.92393,,3/10/2012,1.195,,3/10/2012,195.3987,0,,,6288.43
11-Mar-12,2515.95,,3/11/2012,1370.87,,3/11/2012,848.71,,3/11/2012,326.03,,3/11/2012,8282.7,,3/11/2012,5887.49,,3/11/2012,0.7624,,3/11/2012,0.92393,,3/11/2012,1.195,,3/11/2012,195.3987,0,,,6283.85
12-Mar-12,2514.97,,3/12/2012,1371.09,,3/12/2012,845.28,,3/12/2012,326.1,,3/12/2012,8180.2,,3/12/2012,5892.75,,3/12/2012,0.7605,,3/12/2012,0.92464,,3/12/2012,1.1892,,3/12/2012,195.4053,3.38E-05,,,6248.37
13-Mar-12,2556.82,,3/13/2012,1395.95,,3/13/2012,845.33,,3/13/2012,331.49,,3/13/2012,8376.8,,3/13/2012,5955.91,,3/13/2012,0.7628,,3/13/2012,0.9224,,3/13/2012,1.1993,,3/13/2012,195.2169,-0.000964615,,,6305.8
14-Mar-12,2574.79,,3/14/2012,1394.28,,3/14/2012,857.11,,3/14/2012,333.2,,3/14/2012,8391.1,,3/14/2012,5945.43,,3/14/2012,0.7683,,3/14/2012,0.91852,,3/14/2012,1.2034,,3/14/2012,194.6544,-0.00288557,,,6217.38
15-Mar-12,2593.97,,3/15/2012,1402.6,,3/15/2012,863.61,,3/15/2012,335.1,,3/15/2012,8426.7,,3/15/2012,5940.72,,3/15/2012,0.7633,,3/15/2012,0.91611,,3/15/2012,1.2004,,3/15/2012,194.5038,-0.000773978,,,6213.23
