,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,,,
Date,SX5E Index,,,SPX Index,,,TPX Index,,,AEX Index,,,IBEX Index,,,UKX Index,,,USDEUR Curncy,,,JPYEUR Curncy,,,GBPEUR Curncy,,,LBEATREU Index,,,,INGEHIH LX Equity
2-Sep-11,2220.72,,9/2/2011,1173.97,,9/2/2011,769.78,,9/2/2011,286.43,,9/2/2011,8463.5,,9/2/2011,5292.03,,9/2/2011,0.704,,9/2/2011,0.91733,,9/2/2011,1.1415,,9/2/2011,187.5354,0.001756944,,,7008.91
3-Sep-11,2220.72,,9/3/2011,1173.97,,9/3/2011,769.78,,9/3/2011,286.43,,9/3/2011,8463.5,,9/3/2011,5292.03,,9/3/2011,0.704,,9/3/2011,0.91733,,9/3/2011,1.1415,,9/3/2011,187.5354,0,,,7057.25
4-Sep-11,2220.72,,9/4/2011,1173.97,,9/4/2011,769.78,,9/4/2011,286.43,,9/4/2011,8463.5,,9/4/2011,5292.03,,9/4/2011,0.704,,9/4/2011,0.91733,,9/4/2011,1.1415,,9/4/2011,187.5354,0,,,7049.62
5-Sep-11,2107.27,,9/5/2011,1173.97,,9/5/2011,755.82,,9/5/2011,274.45,,9/5/2011,8066.5,,9/5/2011,5102.58,,9/5/2011,0.7085,,9/5/2011,0.92152,,9/5/2011,1.1407,,9/5/2011,187.5295,-3.15E-05,,,7048.07
6-Sep-11,2080.1,,9/6/2011,1165.24,,9/6/2011,741.2,,9/6/2011,273.33,,9/6/2011,7936.4,,9/6/2011,5156.84,,9/6/2011,0.7149,,9/6/2011,0.92177,,9/6/2011,1.1399,,9/6/2011,187.5764,0.000250063,,,7085.71
7-Sep-11,2151.16,,9/7/2011,1198.62,,9/7/2011,753.63,,9/7/2011,281.05,,9/7/2011,8156.6,,9/7/2011,5318.59,,9/7/2011,0.7112,,9/7/2011,0.91975,,9/7/2011,1.1348,,9/7/2011,187.7495,0.000922398,,,7113.67
8-Sep-11,2163.4,,9/8/2011,1185.9,,9/8/2011,757.41,,9/8/2011,283.39,,9/8/2011,8277.8,,9/8/2011,5340.38,,9/8/2011,0.7177,,9/8/2011,0.92656,,9/8/2011,1.1486,,9/8/2011,188.0355,0.001522147,,,7103.06
9-Sep-11,2073.67,,9/9/2011,1154.23,,9/9/2011,755.7,,9/9/2011,276.1,,9/9/2011,7910.2,,9/9/2011,5214.65,,9/9/2011,0.731,,9/9/2011,0.94485,,9/9/2011,1.1602,,9/9/2011,188.4217,0.002051761,,,7114.14
10-Sep-11,2073.67,,9/10/2011,1154.23,,9/10/2011,755.7,,9/10/2011,276.1,,9/10/2011,7910.2,,9/10/2011,5214.65,,9/10/2011,0.731,,9/10/2011,0.94485,,9/10/2011,1.1602,,9/10/2011,188.4217,0,,,7138.33
11-Sep-11,2073.67,,9/11/2011,1154.23,,9/11/2011,755.7,,9/11/2011,276.1,,9/11/2011,7910.2,,9/11/2011,5214.65,,9/11/2011,0.731,,9/11/2011,0.94485,,9/11/2011,1.1602,,9/11/2011,188.4217,0,,,7159.69
12-Sep-11,1995.01,,9/12/2011,1162.27,,9/12/2011,741.26,,9/12/2011,268.48,,9/12/2011,7640.7,,9/12/2011,5129.62,,9/12/2011,0.7349,,9/12/2011,0.95136,,9/12/2011,1.1624,,9/12/2011,187.7584,-0.003526506,,,7189.48
13-Sep-11,2036.64,,9/13/2011,1172.87,,9/13/2011,749.82,,9/13/2011,270.05,,9/13/2011,7834.2,,9/13/2011,5174.25,,9/13/2011,0.7295,,9/13/2011,0.94903,,9/13/2011,1.1541,,9/13/2011,187.1408,-0.003294755,,,7183.93
14-Sep-11,2083.38,,9/14/2011,1188.68,,9/14/2011,741.69,,9/14/2011,273.56,,9/14/2011,8045.7,,9/14/2011,5227.02,,9/14/2011,0.7291,,9/14/2011,0.95059,,9/14/2011,1.1489,,9/14/2011,186.7751,-0.001956055,,,7179.87
15-Sep-11,2155.62,,9/15/2011,1209.11,,9/15/2011,751.76,,9/15/2011,278.52,,9/15/2011,8337.9,,9/15/2011,5337.54,,9/15/2011,0.7212,,9/15/2011,0.93962,,9/15/2011,1.1403,,9/15/2011,186.5297,-0.001314744,,,7184.75
16-Sep-11,2159.28,,9/16/2011,1216.01,,9/16/2011,768.13,,9/16/2011,281.73,,9/16/2011,8388.4,,9/16/2011,5368.41,,9/16/2011,0.7247,,9/16/2011,0.94243,,9/16/2011,1.1446,,9/16/2011,187.6639,0.006062121,,,7200.12
17-Sep-11,2159.28,,9/17/2011,1216.01,,9/17/2011,768.13,,9/17/2011,281.73,,9/17/2011,8388.4,,9/17/2011,5368.41,,9/17/2011,0.7247,,9/17/2011,0.94243,,9/17/2011,1.1446,,9/17/2011,187.6639,0,,,7194.7
18-Sep-11,2159.28,,9/18/2011,1216.01,,9/18/2011,768.13,,9/18/2011,281.73,,9/18/2011,8388.4,,9/18/2011,5368.41,,9/18/2011,0.7247,,9/18/2011,0.94243,,9/18/2011,1.1446,,9/18/2011,187.6639,0,,,7193.22
19-Sep-11,2096.1,,9/19/2011,1204.09,,9/19/2011,768.13,,9/19/2011,274.63,,9/19/2011,8222.7,,9/19/2011,5259.56,,9/19/2011,0.7331,,9/19/2011,0.95841,,9/19/2011,1.1485,,9/19/2011,187.6778,7.41E-05,,,7183.68
20-Sep-11,2140.41,,9/20/2011,1202.09,,9/20/2011,755.04,,9/20/2011,279.54,,9/20/2011,8362.2,,9/20/2011,5363.71,,9/20/2011,0.7312,,9/20/2011,0.95577,,9/20/2011,1.1492,,9/20/2011,187.4388,-0.001274271,,,7180.31
21-Sep-11,2098.49,,9/21/2011,1166.76,,9/21/2011,757.13,,9/21/2011,275.68,,9/21/2011,8210.3,,9/21/2011,5288.41,,9/21/2011,0.7277,,9/21/2011,0.95309,,9/21/2011,1.1385,,9/21/2011,187.4935,0.000291786,,,7175.53
22-Sep-11,1995.75,,9/22/2011,1129.56,,9/22/2011,744.54,,9/22/2011,263.44,,9/22/2011,7830.8,,9/22/2011,5041.61,,9/22/2011,0.7407,,9/22/2011,0.9688,,9/22/2011,1.1399,,9/22/2011,187.9081,0.002208835,,,7178.14
23-Sep-11,2026.03,,9/23/2011,1136.43,,9/23/2011,744.54,,9/23/2011,264.72,,9/23/2011,7996.9,,9/23/2011,5066.81,,9/23/2011,0.7424,,9/23/2011,0.97092,,9/23/2011,1.1466,,9/23/2011,187.819,-0.00047428,,,7191.02
24-Sep-11,2026.03,,9/24/2011,1136.43,,9/24/2011,744.54,,9/24/2011,264.72,,9/24/2011,7996.9,,9/24/2011,5066.81,,9/24/2011,0.7424,,9/24/2011,0.97092,,9/24/2011,1.1466,,9/24/2011,187.819,0,,,7188.23
25-Sep-11,2026.03,,9/25/2011,1136.43,,9/25/2011,744.54,,9/25/2011,264.72,,9/25/2011,7996.9,,9/25/2011,5066.81,,9/25/2011,0.7424,,9/25/2011,0.97092,,9/25/2011,1.1466,,9/25/2011,187.819,0,,,7177.4
26-Sep-11,2083.35,,9/26/2011,1162.95,,9/26/2011,728.85,,9/26/2011,269.83,,9/26/2011,8201.7,,9/26/2011,5089.37,,9/26/2011,0.7428,,9/26/2011,0.97153,,9/26/2011,1.1527,,9/26/2011,187.5603,-0.001378339,,,7179.37
27-Sep-11,2194.03,,9/27/2011,1175.38,,9/27/2011,748.55,,9/27/2011,282.04,,9/27/2011,8531.9,,9/27/2011,5294.05,,9/27/2011,0.7354,,9/27/2011,0.96028,,9/27/2011,1.1508,,9/27/2011,187.1542,-0.002167518,,,7168.64
28-Sep-11,2176.64,,9/28/2011,1151.06,,9/28/2011,754.07,,9/28/2011,278.31,,9/28/2011,8480.2,,9/28/2011,5217.63,,9/28/2011,0.7344,,9/28/2011,0.95985,,9/28/2011,1.1485,,9/28/2011,186.9192,-0.001256438,,,7148.8
29-Sep-11,2212.44,,9/29/2011,1160.4,,9/29/2011,762.3,,9/29/2011,283.98,,9/29/2011,8592.5,,9/29/2011,5196.84,,9/29/2011,0.7359,,9/29/2011,0.95892,,9/29/2011,1.1508,,9/29/2011,186.8739,-0.00024238,,,7143.63
30-Sep-11,2179.66,,9/30/2011,1131.42,,9/30/2011,761.17,,9/30/2011,280.18,,9/30/2011,8546.6,,9/30/2011,5128.48,,9/30/2011,0.7436,,9/30/2011,0.96399,,9/30/2011,1.1634,,9/30/2011,187.5444,0.00358156,,,7130.05
1-Oct-11,2179.66,,10/1/2011,1131.42,,10/1/2011,761.17,,10/1/2011,280.18,,10/1/2011,8546.6,,10/1/2011,5128.48,,10/1/2011,0.7436,,10/1/2011,0.96399,,10/1/2011,1.1634,,10/1/2011,187.5444,0,,,7130.09
2-Oct-11,2179.66,,10/2/2011,1131.42,,10/2/2011,761.17,,10/2/2011,280.18,,10/2/2011,8546.6,,10/2/2011,5128.48,,10/2/2011,0.7436,,10/2/2011,0.96399,,10/2/2011,1.1634,,10/2/2011,187.5444,0,,,7125.57
3-Oct-11,2138.24,,10/3/2011,1099.23,,10/3/2011,747.11,,10/3/2011,275.64,,10/3/2011,8353.8,,10/3/2011,5075.5,,10/3/2011,0.7536,,10/3/2011,0.98235,,10/3/2011,1.1663,,10/3/2011,187.9569,0.002197064,,,7116.11
4-Oct-11,2091.09,,10/4/2011,1123.95,,10/4/2011,736.18,,10/4/2011,270.06,,10/4/2011,8225.4,,10/4/2011,4944.44,,10/4/2011,0.7533,,10/4/2011,0.98027,,10/4/2011,1.1595,,10/4/2011,187.9842,0.000145236,,,7097.92
5-Oct-11,2179.42,,10/5/2011,1144.03,,10/5/2011,726.25,,10/5/2011,278.09,,10/5/2011,8477.3,,10/5/2011,5102.17,,10/5/2011,0.7512,,10/5/2011,0.97749,,10/5/2011,1.1582,,10/5/2011,187.3029,-0.003630824,,,7095.19
6-Oct-11,2248.78,,10/6/2011,1164.97,,10/6/2011,736.86,,10/6/2011,285.81,,10/6/2011,8704.8,,10/6/2011,5291.26,,10/6/2011,0.7466,,10/6/2011,0.97343,,10/6/2011,1.149,,10/6/2011,186.7607,-0.002898974,,,7085.89
7-Oct-11,2269.19,,10/7/2011,1155.46,,10/7/2011,741.55,,10/7/2011,288.31,,10/7/2011,8798.4,,10/7/2011,5303.4,,10/7/2011,0.7468,,10/7/2011,0.97266,,10/7/2011,1.1617,,10/7/2011,186.7256,-0.000187959,,,7071.55
8-Oct-11,2269.19,,10/8/2011,1155.46,,10/8/2011,741.55,,10/8/2011,288.31,,10/8/2011,8798.4,,10/8/2011,5303.4,,10/8/2011,0.7468,,10/8/2011,0.97266,,10/8/2011,1.1617,,10/8/2011,186.7256,0,,,7061.23
9-Oct-11,2269.19,,10/9/2011,1155.46,,10/9/2011,741.55,,10/9/2011,288.31,,10/9/2011,8798.4,,10/9/2011,5303.4,,10/9/2011,0.7468,,10/9/2011,0.97266,,10/9/2011,1.1617,,10/9/2011,186.7256,0,,,7053.76
10-Oct-11,2320.8,,10/10/2011,1194.89,,10/10/2011,741.55,,10/10/2011,293.34,,10/10/2011,8892.4,,10/10/2011,5399,,10/10/2011,0.7318,,10/10/2011,0.95422,,10/10/2011,1.1475,,10/10/2011,186.429,-0.00158969,,,7051.75
11-Oct-11,2315.97,,10/11/2011,1195.54,,10/11/2011,755,,10/11/2011,292.88,,10/11/2011,8845.5,,10/11/2011,5395.7,,10/11/2011,0.7331,,10/11/2011,0.95558,,10/11/2011,1.1434,,10/11/2011,186.3253,-0.000556399,,,7106.41
12-Oct-11,2372.15,,10/12/2011,1207.25,,10/12/2011,753.44,,10/12/2011,300.14,,10/12/2011,9026.5,,10/12/2011,5441.8,,10/12/2011,0.7241,,10/12/2011,0.93573,,10/12/2011,1.1412,,10/12/2011,185.6199,-0.003793036,,,7049.48
13-Oct-11,2332.52,,10/13/2011,1203.66,,10/13/2011,758.83,,10/13/2011,297.39,,10/13/2011,8943.5,,10/13/2011,5403.38,,10/13/2011,0.7274,,10/13/2011,0.94628,,10/13/2011,1.1445,,10/13/2011,185.8852,0.001428244,,,7048.55
14-Oct-11,2355.48,,10/14/2011,1224.58,,10/14/2011,748.81,,10/14/2011,302.41,,10/14/2011,8975.5,,10/14/2011,5466.36,,10/14/2011,0.7221,,10/14/2011,0.93364,,10/14/2011,1.1405,,10/14/2011,185.1989,-0.003698896,,,7049.36
15-Oct-11,2355.48,,10/15/2011,1224.58,,10/15/2011,748.81,,10/15/2011,302.41,,10/15/2011,8975.5,,10/15/2011,5466.36,,10/15/2011,0.7221,,10/15/2011,0.93364,,10/15/2011,1.1405,,10/15/2011,185.1989,0,,,7046.92
16-Oct-11,2355.48,,10/16/2011,1224.58,,10/16/2011,748.81,,10/16/2011,302.41,,10/16/2011,8975.5,,10/16/2011,5466.36,,10/16/2011,0.7221,,10/16/2011,0.93364,,10/16/2011,1.1405,,10/16/2011,185.1989,0,,,7037.87
17-Oct-11,2315.89,,10/17/2011,1200.86,,10/17/2011,761.88,,10/17/2011,299.24,,10/17/2011,8864.3,,10/17/2011,5436.7,,10/17/2011,0.726,,10/17/2011,0.94598,,10/17/2011,1.1458,,10/17/2011,185.889,0.003719339,,,7015.73
18-Oct-11,2306.81,,10/18/2011,1225.38,,10/18/2011,751.24,,10/18/2011,298.68,,10/18/2011,8811.3,,10/18/2011,5410.35,,10/18/2011,0.7279,,10/18/2011,0.94714,,10/18/2011,1.143,,10/18/2011,185.8223,-0.000358881,,,7002.58
19-Oct-11,2330.08,,10/19/2011,1209.88,,10/19/2011,751.49,,10/19/2011,301.68,,10/19/2011,8849.5,,10/19/2011,5450.49,,10/19/2011,0.7253,,10/19/2011,0.94444,,10/19/2011,1.1461,,10/19/2011,185.425,-0.002140353,,,6993.43
20-Oct-11,2271.77,,10/20/2011,1215.39,,10/20/2011,746.02,,10/20/2011,299.01,,10/20/2011,8608.2,,10/20/2011,5384.68,,10/20/2011,0.7294,,10/20/2011,0.94816,,10/20/2011,1.1487,,10/20/2011,185.3706,-0.000293423,,,6991.77
21-Oct-11,2337.51,,10/21/2011,1238.25,,10/21/2011,744.21,,10/21/2011,305.7,,10/21/2011,8853,,10/21/2011,5488.65,,10/21/2011,0.7216,,10/21/2011,0.94664,,10/21/2011,1.1495,,10/21/2011,185.2264,-0.000778204,,,6982.53
22-Oct-11,2337.51,,10/22/2011,1238.25,,10/22/2011,744.21,,10/22/2011,305.7,,10/22/2011,8853,,10/22/2011,5488.65,,10/22/2011,0.7216,,10/22/2011,0.94664,,10/22/2011,1.1495,,10/22/2011,185.2264,0,,,6964.78
23-Oct-11,2337.51,,10/23/2011,1238.25,,10/23/2011,744.21,,10/23/2011,305.7,,10/23/2011,8853,,10/23/2011,5488.65,,10/23/2011,0.7216,,10/23/2011,0.94664,,10/23/2011,1.1495,,10/23/2011,185.2264,0,,,6955.9
24-Oct-11,2369.07,,10/24/2011,1254.19,,10/24/2011,755.44,,10/24/2011,308.32,,10/24/2011,8957.1,,10/24/2011,5548.06,,10/24/2011,0.7184,,10/24/2011,0.94383,,10/24/2011,1.1485,,10/24/2011,185.1893,-0.000200315,,,6959.82
25-Oct-11,2343.96,,10/25/2011,1229.05,,10/25/2011,747.7,,10/25/2011,304.98,,10/25/2011,8879.6,,10/25/2011,5525.54,,10/25/2011,0.7183,,10/25/2011,0.94579,,10/25/2011,1.1497,,10/25/2011,185.8069,0.003329417,,,6969.71
26-Oct-11,2335.06,,10/26/2011,1242,,10/26/2011,746.48,,10/26/2011,303.84,,10/26/2011,8832.5,,10/26/2011,5553.24,,10/26/2011,0.723,,10/26/2011,0.95057,,10/26/2011,1.1501,,10/26/2011,186.4238,0.003314614,,,6967.28
27-Oct-11,2476.92,,10/27/2011,1284.59,,10/27/2011,762.79,,10/27/2011,315.45,,10/27/2011,9270.5,,10/27/2011,5713.82,,10/27/2011,0.7049,,10/27/2011,0.92971,,10/27/2011,1.1346,,10/27/2011,185.9077,-0.002772263,,,6960.38
28-Oct-11,2462.36,,10/28/2011,1285.09,,10/28/2011,771.43,,10/28/2011,313.01,,10/28/2011,9224.4,,10/28/2011,5702.24,,10/28/2011,0.7061,,10/28/2011,0.93235,,10/28/2011,1.1386,,10/28/2011,185.5659,-0.001840239,,,7014.73
29-Oct-11,2462.36,,10/29/2011,1285.09,,10/29/2011,771.43,,10/29/2011,313.01,,10/29/2011,9224.4,,10/29/2011,5702.24,,10/29/2011,0.7061,,10/29/2011,0.93235,,10/29/2011,1.1386,,10/29/2011,185.5659,0,,,6965.26
30-Oct-11,2462.36,,10/30/2011,1285.09,,10/30/2011,771.43,,10/30/2011,313.01,,10/30/2011,9224.4,,10/30/2011,5702.24,,10/30/2011,0.7061,,10/30/2011,0.93235,,10/30/2011,1.1386,,10/30/2011,185.5659,0,,,6966.75
31-Oct-11,2385.22,,10/31/2011,1253.3,,10/31/2011,764.06,,10/31/2011,307.5,,10/31/2011,8954.9,,10/31/2011,5544.22,,10/31/2011,0.7172,,10/31/2011,0.92003,,10/31/2011,1.1566,,10/31/2011,186.1063,0.002907941,,,6967.31
1-Nov-11,2259.73,,11/1/2011,1218.28,,11/1/2011,754.5,,11/1/2011,296.19,,11/1/2011,8579.6,,11/1/2011,5421.57,,11/1/2011,0.728,,11/1/2011,0.92991,,11/1/2011,1.1635,,11/1/2011,186.9183,0.004353607,,,6978.91
2-Nov-11,2291.89,,11/2/2011,1237.9,,11/2/2011,738.58,,11/2/2011,298.21,,11/2/2011,8574.5,,11/2/2011,5484.1,,11/2/2011,0.7275,,11/2/2011,0.93148,,11/2/2011,1.1601,,11/2/2011,186.5566,-0.001936945,,,6966.07
3-Nov-11,2347.94,,11/3/2011,1261.15,,11/3/2011,738.58,,11/3/2011,304.5,,11/3/2011,8712.6,,11/3/2011,5545.64,,11/3/2011,0.7231,,11/3/2011,0.92732,,11/3/2011,1.1592,,11/3/2011,186.3699,-0.00100127,,,6959.65
4-Nov-11,2291.47,,11/4/2011,1253.23,,11/4/2011,752.02,,11/4/2011,301.97,,11/4/2011,8596.4,,11/4/2011,5527.16,,11/4/2011,0.7251,,11/4/2011,0.92765,,11/4/2011,1.1637,,11/4/2011,186.3151,-0.000294082,,,6963.83
5-Nov-11,2291.47,,11/5/2011,1253.23,,11/5/2011,752.02,,11/5/2011,301.97,,11/5/2011,8596.4,,11/5/2011,5527.16,,11/5/2011,0.7251,,11/5/2011,0.92765,,11/5/2011,1.1637,,11/5/2011,186.3151,0,,,6960.63
6-Nov-11,2291.47,,11/6/2011,1253.23,,11/6/2011,752.02,,11/6/2011,301.97,,11/6/2011,8596.4,,11/6/2011,5527.16,,11/6/2011,0.7251,,11/6/2011,0.92765,,11/6/2011,1.1637,,11/6/2011,186.3151,0,,,6952.2
7-Nov-11,2275.92,,11/7/2011,1261.12,,11/7/2011,750.45,,11/7/2011,299.75,,11/7/2011,8476.4,,11/7/2011,5510.82,,11/7/2011,0.7274,,11/7/2011,0.93181,,11/7/2011,1.1661,,11/7/2011,185.8647,-0.002420337,,,6942.44
8-Nov-11,2303.2,,11/8/2011,1275.92,,11/8/2011,738.03,,11/8/2011,303.98,,11/8/2011,8518.5,,11/8/2011,5567.34,,11/8/2011,0.7256,,11/8/2011,0.93278,,11/8/2011,1.167,,11/8/2011,185.9114,0.000251226,,,6935.69
9-Nov-11,2249.39,,11/9/2011,1229.1,,11/9/2011,749.4,,11/9/2011,294.4,,11/9/2011,8340.6,,11/9/2011,5460.38,,11/9/2011,0.735,,11/9/2011,0.94584,,11/9/2011,1.1734,,11/9/2011,185.1185,-0.004274056,,,6925.3
10-Nov-11,2254.92,,11/10/2011,1239.69,,11/10/2011,730.3,,11/10/2011,294.32,,11/10/2011,8310.9,,11/10/2011,5444.82,,11/10/2011,0.7345,,11/10/2011,0.94627,,11/10/2011,1.1716,,11/10/2011,185.0536,-0.000350648,,,6907.45
11-Nov-11,2324.81,,11/11/2011,1263.85,,11/11/2011,729.13,,11/11/2011,300.98,,11/11/2011,8556.1,,11/11/2011,5545.38,,11/11/2011,0.7273,,11/11/2011,0.9424,,11/11/2011,1.1681,,11/11/2011,185.0934,0.00021505,,,6901.79
12-Nov-11,2324.81,,11/12/2011,1263.85,,11/12/2011,729.13,,11/12/2011,300.98,,11/12/2011,8556.1,,11/12/2011,5545.38,,11/12/2011,0.7273,,11/12/2011,0.9424,,11/12/2011,1.1681,,11/12/2011,185.0934,0,,,6903.66
13-Nov-11,2324.81,,11/13/2011,1263.85,,11/13/2011,729.13,,11/13/2011,300.98,,11/13/2011,8556.1,,11/13/2011,5545.38,,11/13/2011,0.7273,,11/13/2011,0.9424,,11/13/2011,1.1681,,11/13/2011,185.0934,0,,,6895.62
14-Nov-11,2288.32,,11/14/2011,1251.78,,11/14/2011,735.85,,11/14/2011,296.9,,11/14/2011,8372.2,,11/14/2011,5519.04,,11/14/2011,0.7342,,11/14/2011,0.95297,,11/14/2011,1.1672,,11/14/2011,184.8301,-0.001423538,,,6894.66
15-Nov-11,2254,,11/15/2011,1257.81,,11/15/2011,730.91,,11/15/2011,292.93,,11/15/2011,8237.6,,11/15/2011,5517.44,,11/15/2011,0.7384,,11/15/2011,0.95869,,11/15/2011,1.1693,,11/15/2011,183.5757,-0.006809908,,,6921.79
16-Nov-11,2267.96,,11/16/2011,1236.91,,11/16/2011,724.11,,11/16/2011,294.47,,11/16/2011,8304.1,,11/16/2011,5509.02,,11/16/2011,0.7396,,11/16/2011,0.95985,,11/16/2011,1.1661,,11/16/2011,183.2911,-0.001551517,,,6909.29
17-Nov-11,2242.78,,11/17/2011,1216.13,,11/17/2011,727.71,,11/17/2011,290.21,,11/17/2011,8270.6,,11/17/2011,5423.14,,11/17/2011,0.7423,,11/17/2011,0.96408,,11/17/2011,1.1699,,11/17/2011,182.9255,-0.001996633,,,6899.75
18-Nov-11,2236.68,,11/18/2011,1215.65,,11/18/2011,719.98,,11/18/2011,288.01,,11/18/2011,8310.1,,11/18/2011,5362.94,,11/18/2011,0.7399,,11/18/2011,0.96173,,11/18/2011,1.1686,,11/18/2011,183.2191,0.001603738,,,6906.06
19-Nov-11,2236.68,,11/19/2011,1215.65,,11/19/2011,719.98,,11/19/2011,288.01,,11/19/2011,8310.1,,11/19/2011,5362.94,,11/19/2011,0.7399,,11/19/2011,0.96173,,11/19/2011,1.1686,,11/19/2011,183.2191,0,,,6892.83
20-Nov-11,2236.68,,11/20/2011,1215.65,,11/20/2011,719.98,,11/20/2011,288.01,,11/20/2011,8310.1,,11/20/2011,5362.94,,11/20/2011,0.7399,,11/20/2011,0.96173,,11/20/2011,1.1686,,11/20/2011,183.2191,0,,,6888.78
21-Nov-11,2160.28,,11/21/2011,1192.98,,11/21/2011,717.08,,11/21/2011,278.84,,11/21/2011,8021,,11/21/2011,5222.6,,11/21/2011,0.7403,,11/21/2011,0.96213,,11/21/2011,1.1588,,11/21/2011,183.2824,0.000345428,,,6882.35
22-Nov-11,2136.81,,11/22/2011,1188.04,,11/22/2011,717.79,,11/22/2011,276.91,,11/22/2011,7904.9,,11/22/2011,5206.82,,11/22/2011,0.7395,,11/22/2011,0.96041,,11/22/2011,1.1577,,11/22/2011,182.8264,-0.002491064,,,6877.52
23-Nov-11,2096.79,,11/23/2011,1161.79,,11/23/2011,717.79,,11/23/2011,272.79,,11/23/2011,7739.3,,11/23/2011,5139.78,,11/23/2011,0.7484,,11/23/2011,0.96731,,11/23/2011,1.1619,,11/23/2011,181.4701,-0.007446167,,,6871.58
24-Nov-11,2090.25,,11/24/2011,1161.79,,11/24/2011,706.08,,11/24/2011,271.61,,11/24/2011,7721.8,,11/24/2011,5127.57,,11/24/2011,0.7496,,11/24/2011,0.97259,,11/24/2011,1.1614,,11/24/2011,180.6339,-0.004618571,,,6856.53
25-Nov-11,2111.26,,11/25/2011,1158.67,,11/25/2011,706.6,,11/25/2011,274.37,,11/25/2011,7763.5,,11/25/2011,5164.65,,11/25/2011,0.7554,,11/25/2011,0.97183,,11/25/2011,1.1658,,11/25/2011,180.053,-0.003221079,,,6856
26-Nov-11,2111.26,,11/26/2011,1158.67,,11/26/2011,706.6,,11/26/2011,274.37,,11/26/2011,7763.5,,11/26/2011,5164.65,,11/26/2011,0.7554,,11/26/2011,0.97183,,11/26/2011,1.1658,,11/26/2011,180.053,0,,,6856.96
27-Nov-11,2111.26,,11/27/2011,1158.67,,11/27/2011,706.6,,11/27/2011,274.37,,11/27/2011,7763.5,,11/27/2011,5164.65,,11/27/2011,0.7554,,11/27/2011,0.97183,,11/27/2011,1.1658,,11/27/2011,180.053,0,,,6846.16
28-Nov-11,2221.76,,11/28/2011,1192.55,,11/28/2011,715.7,,11/28/2011,285.07,,11/28/2011,8119.9,,11/28/2011,5312.76,,11/28/2011,0.7511,,11/28/2011,0.96339,,11/28/2011,1.1651,,11/28/2011,180.5598,0.002810773,,,6842.3
29-Nov-11,2234.17,,11/29/2011,1195.19,,11/29/2011,729.68,,11/29/2011,287.55,,11/29/2011,8128,,11/29/2011,5337,,11/29/2011,0.7502,,11/29/2011,0.96368,,11/29/2011,1.1706,,11/29/2011,180.7097,0.000829851,,,6835.86
30-Nov-11,2330.43,,11/30/2011,1246.96,,11/30/2011,728.46,,11/30/2011,299.68,,11/30/2011,8449.5,,11/30/2011,5505.42,,11/30/2011,0.7437,,11/30/2011,0.95871,,11/30/2011,1.1684,,11/30/2011,181.7915,0.00596855,,,6839.6
1-Dec-11,2313.84,,12/1/2011,1244.58,,12/1/2011,740.01,,12/1/2011,296.97,,12/1/2011,8421,,12/1/2011,5489.34,,12/1/2011,0.7437,,12/1/2011,0.95715,,12/1/2011,1.167,,12/1/2011,183.5076,0.009395658,,,6839.02
2-Dec-11,2342.5,,12/2/2011,1244.28,,12/2/2011,744.14,,12/2/2011,300.77,,12/2/2011,8558.6,,12/2/2011,5552.29,,12/2/2011,0.7466,,12/2/2011,0.95807,,12/2/2011,1.1639,,12/2/2011,183.6721,0.000896019,,,6836.88
3-Dec-11,2342.5,,12/3/2011,1244.28,,12/3/2011,744.14,,12/3/2011,300.77,,12/3/2011,8558.6,,12/3/2011,5552.29,,12/3/2011,0.7466,,12/3/2011,0.95807,,12/3/2011,1.1639,,12/3/2011,183.6721,0,,,6855.61
4-Dec-11,2342.5,,12/4/2011,1244.28,,12/4/2011,744.14,,12/4/2011,300.77,,12/4/2011,8558.6,,12/4/2011,5552.29,,12/4/2011,0.7466,,12/4/2011,0.95807,,12/4/2011,1.1639,,12/4/2011,183.6721,0,,,6875
5-Dec-11,2369.39,,12/5/2011,1257.08,,12/5/2011,748.61,,12/5/2011,305.1,,12/5/2011,8705.8,,12/5/2011,5567.96,,12/5/2011,0.7434,,12/5/2011,0.95575,,12/5/2011,1.1651,,12/5/2011,185.1748,0.008148141,,,6896.62
6-Dec-11,2356.71,,12/6/2011,1258.47,,12/6/2011,738.01,,12/6/2011,304.8,,12/6/2011,8712.8,,12/6/2011,5568.72,,12/6/2011,0.7465,,12/6/2011,0.96035,,12/6/2011,1.1627,,12/6/2011,185.0114,-0.000882799,,,6894.73
7-Dec-11,2344.92,,12/7/2011,1261.01,,12/7/2011,749.63,,12/7/2011,304.31,,12/7/2011,8644.3,,12/7/2011,5546.91,,12/7/2011,0.7452,,12/7/2011,0.95958,,12/7/2011,1.1697,,12/7/2011,185.1004,0.000480936,,,6891.88
8-Dec-11,2288.05,,12/8/2011,1234.35,,12/8/2011,745.11,,12/8/2011,299.79,,12/8/2011,8461.2,,12/8/2011,5483.77,,12/8/2011,0.75,,12/8/2011,0.9649,,12/8/2011,1.172,,12/8/2011,184.46,-0.003465743,,,6906.23
