SX5E Index,,TPX Index,,UKX Index,,IBEX Index,,SPX Index,,LBEATREU Index,,AEX Index,,INGEHIH LX Equity,,INGGOPC LX Equity,,INGEHYC LX Equity,,SGEURSE LX Equity,,SGIDXIW LX Equity,
41366,2679.8,41345,1035.9,41355,6392.76,41360,7900.4,41358,1551.69,41355,209.8133,41360,346.16,41366,6964.78,41360,297.8,41360,334.73,41353,883.96307,41200,1076.17
41361,2624.02,41344,1039.98,41354,6388.55,41359,7990.5,41355,1556.89,41354,209.829,41359,349.27,41361,6955.9,41359,295.61,41359,338.74,41352,874.82678,41199,1078.85
41360,2612.46,41341,1020.5,41353,6432.7,41358,8140.6,41354,1545.8,41353,209.4885,41358,348.72,41360,6959.82,41358,294.08,41358,339.69,41351,884.20081,41198,1074.35
41359,2641.12,41340,1004.35,41352,6441.32,41355,8329.5,41353,1558.71,41352,209.5861,41355,350.74,41359,6969.71,41355,292.18,41355,344.63,41348,888.08331,41197,1063.43
41358,2649.28,41339,1003.22,41351,6457.92,41354,8351.2,41352,1548.34,41351,209.4193,41354,352.41,41358,6967.28,41354,293.64,41354,344.91,41347,892.59222,41194,1054.85
41355,2681.67,41338,988.62,41348,6489.65,41353,8416.3,41351,1552.1,41348,209.1857,41353,354.37,41355,6960.38,41353,295.29,41353,346.18,41346,882.36499,41193,1057.94
41354,2683.92,41337,992.25,41347,6529.41,41352,8321,41348,1560.7,41347,209.0123,41352,352.05,41354,7014.73,41352,294.75,41352,342.64,41345,884.22693,41192,1057.55
41353,2708.9,41334,984.33,41346,6481.5,41351,8507.8,41347,1563.23,41346,208.9732,41351,353.01,41353,6965.26,41351,294.98,41351,346.4,41344,885.01123,41191,1064.09
41352,2671.96,41333,975.66,41345,6510.62,41348,8619.1,41346,1554.52,41345,209.0572,41348,353.58,41352,6966.75,41348,296.22,41348,348.91,41341,886.86249,41190,1074.95
41351,2705.47,41332,953.72,41344,6503.63,41347,8657.9,41345,1552.48,41344,208.8423,41347,355.85,41351,6967.31,41347,297.76,41347,350.83,41340,876.56488,41187,1078.72
41348,2725.72,41331,966.77,41341,6483.58,41346,8498.3,41344,1556.22,41341,208.7535,41346,352.02,41348,6978.91,41346,296.25,41346,345.61,41339,873.55988,41186,1078.85
41347,2744.7,41330,980.7,41340,6439.16,41345,8532.3,41341,1551.18,41340,208.714,41345,352.06,41347,6966.07,41345,295.76,41345,347.9,41338,873.9151,41185,1071.19
41346,2704.73,41327,963.48,41339,6427.64,41344,8554.4,41340,1544.26,41339,208.7936,41344,351.56,41346,6959.65,41344,295.95,41344,347.27,41337,855.75378,41184,1067.19
41345,2711.85,41326,962.86,41338,6431.95,41341,8628.1,41339,1541.46,41338,208.5893,41341,352.43,41345,6963.83,41341,295.98,41341,348.49,41334,855.65869,41183,1066.19
41344,2718.71,41325,973.7,41337,6345.63,41340,8389.1,41338,1539.79,41337,208.6576,41340,347.87,41344,6960.63,41340,292.38,41340,343.1,41333,860.1142,41180,1063.35
41341,2728.78,41324,963.61,41334,6378.6,41339,8358.9,41337,1525.2,41334,208.6876,41339,347.36,41341,6952.2,41339,293.54,41339,342.11,41332,853.18079,41179,1068.13
41340,2690.85,41323,962.69,41333,6360.81,41338,8423.3,41334,1518.2,41333,208.3482,41338,346.5,41340,6942.44,41338,291.76,41338,342.87,41331,841.6084,41178,1057.86
41339,2679.89,41320,942.41,41332,6325.88,41337,8246.3,41333,1514.68,41332,208.0198,41337,339.58,41339,6935.69,41337,288.75,41337,334.97,41330,862.83801,41177,1064.03
41338,2683.02,41319,954.88,41331,6270.44,41334,8187.1,41332,1515.99,41331,207.7753,41334,339.73,41338,6925.3,41334,289.96,41334,335.95,41327,857.07678,41176,1075.2
41337,2619.78,41318,957.02,41330,6355.37,41333,8230.3,41331,1496.94,41330,208.1098,41333,340.53,41337,6907.45,41333,289.16,41333,339.11,41326,844.03381,41173,1077.67
41334,2616.75,41317,968.5,41327,6335.7,41332,8136.7,41330,1487.85,41327,207.9696,41332,337.37,41334,6901.79,41332,287.18,41332,337.67,41325,861.80499,41172,1077.76
41333,2633.55,41313,957.35,41326,6291.54,41331,7980.7,41327,1515.6,41326,207.6943,41331,335.29,41333,6903.66,41331,284.88,41331,332.08,41324,866.06152,41171,1078.21
41332,2611.89,41312,969.18,41325,6395.37,41330,8244.5,41326,1502.42,41325,207.3729,41330,340.26,41332,6895.62,41330,282.44,41330,341.08,41323,852.85242,41170,1076.96
41331,2570.52,41311,968.82,41324,6379.07,41327,8179,41325,1511.95,41324,207.6408,41327,339.87,41331,6894.66,41327,286.47,41327,338.91,41320,852.98419,41169,1078.31
41330,2651.86,41310,939.7,41323,6318.19,41326,8014.5,41324,1530.94,41323,207.5411,41326,336.38,41330,6921.79,41326,283.4,41326,333.37,41319,856.10498,41166,1081.78
41327,2630.05,41309,955.75,41320,6328.26,41325,8163,41320,1519.79,41320,207.3945,41325,343.61,41327,6909.29,41325,284.23,41325,341.15,41318,861.13208,41165,1078.15
41326,2579.76,41306,942.65,41319,6327.36,41324,8225.3,41319,1521.38,41319,207.4922,41324,347.63,41326,6899.75,41324,287.17,41324,344.15,41317,856.43231,41164,1061.04
41325,2640.35,41305,940.25,41318,6359.11,41323,8108.9,41318,1520.33,41318,207.1438,41323,343.23,41325,6906.06,41323,285.91,41323,339.81,41316,849.72528,41163,1058.5
41324,2662.37,41304,934.67,41317,6338.38,41320,8150.2,41317,1519.43,41317,207.087,41320,343.45,41324,6892.83,41320,286.01,41320,339.97,41313,852.06952,41162,1055.28
41323,2616.65,41303,920.76,41316,6277.06,41319,8247.4,41316,1517.01,41316,206.9971,41319,345.84,41323,6888.78,41319,286.2,41319,341.05,41312,842.46631,41159,1061.88
41320,2615.26,41302,913.78,41313,6263.93,41318,8306.2,41313,1517.93,41313,207.1722,41318,345.83,41320,6882.35,41318,285.39,41318,343.06,41311,846.80103,41158,1057.75
41319,2635.35,41299,917.09,41312,6228.42,41317,8234.7,41312,1509.39,41312,207.0565,41317,346.2,41319,6877.52,41317,284.41,41317,340.84,41310,854.71338,41157,1036.53
41318,2656.86,41298,897.62,41311,6295.34,41316,8078.6,41311,1512.12,41311,206.7528,41316,344.99,41318,6871.58,41316,285.09,41316,339.03,41309,848.51422,41156,1037.47
41317,2648.83,41297,887.79,41310,6282.76,41313,8174.9,41310,1511.29,41310,206.8386,41313,345.13,41317,6856.53,41313,286.02,41313,338.49,41306,872.49829,41152,1038.64
41316,2622.61,41296,901.15,41309,6246.84,41312,8014.6,41309,1495.71,41309,207.0072,41312,343.7,41316,6856,41312,284.57,41312,334.63,41305,867.1405,41151,1033.35
41313,2630.3,41295,905.16,41306,6347.24,41311,8056.2,41306,1513.17,41306,207.1486,41311,345.86,41313,6856.96,41311,283.38,41311,335.71,41304,874.63623,41150,1041.4
41312,2597.92,41292,911.44,41305,6276.88,41310,8093.6,41305,1498.11,41305,207.1222,41310,348.43,41312,6846.16,41310,283.8,41310,336.78,41303,880.97931,41149,1040.41
41311,2617.35,41291,890.46,41304,6323.11,41309,7919.6,41304,1501.96,41304,206.8565,41309,349.69,41311,6842.3,41309,282.78,41309,335.3,41302,880.3092,41148,1041.29
41310,2651.21,41290,888.11,41303,6339.19,41306,8229.7,41303,1507.84,41303,207.315,41306,355.55,41310,6835.86,41306,283.7,41306,343.62,41299,880.12262,41145,1041.72
41309,2625.17,41289,906.22,41302,6294.41,41305,8362.3,41302,1500.18,41302,207.0792,41305,354.35,41309,6839.6,41305,284.07,41305,342.03,41298,873.8949,41144,1035
41306,2710.08,41285,898.69,41299,6284.45,41304,8571.9,41299,1502.96,41299,207.6031,41304,357.54,41306,6839.02,41304,283.42,41304,345.18,41297,869.22443,41143,1043.31
41305,2702.98,41284,889.02,41298,6264.91,41303,8643,41298,1494.82,41298,208.0628,41303,358.08,41305,6836.88,41303,286.22,41303,348.08,41296,870.61969,41142,1043.18
41304,2732.12,41283,879.05,41297,6197.64,41302,8672.5,41297,1494.81,41297,208.2865,41302,356.68,41304,6855.61,41302,285.82,41302,347.53,41295,873.25909,41141,1046.93
41303,2749.27,41282,871.88,41296,6179.17,41299,8724.6,41296,1492.56,41296,208.0681,41299,355.74,41303,6875,41299,286.19,41299,346.68,41292,868.73682,41138,1046.68
41302,2744.5,41281,881.06,41295,6180.98,41298,8665.6,41292,1485.98,41295,207.9176,41298,354.13,41302,6896.62,41298,286.78,41298,346.09,41291,870.43817,41137,1044.65
41299,2744.18,41278,888.51,41292,6154.41,41297,8613.3,41291,1480.94,41292,208.2467,41297,353.01,41299,6894.73,41297,288.51,41297,343.88,41290,863.59149,41135,1035.88
41298,2722.96,41271,859.8,41291,6132.36,41296,8632.1,41290,1472.63,41291,207.7618,41296,353.45,41298,6891.88,41296,288.29,41296,344.19,41289,862.3623,41134,1035.71
41297,2708.28,41270,854.09,41290,6103.98,41295,8665.9,41289,1472.34,41290,208.2433,41295,353.07,41297,6906.23,41295,287.24,41295,345.42,41288,864.24982,41131,1037.1
41296,2716.7,41269,847.71,41289,6117.31,41292,8604,41288,1470.68,41289,208.2588,41292,350.89,41296,6911.62,41292,287.36,41292,343.11,41285,865.34491,41130,1034.74
41295,2726.63,41268,838.01,41288,6107.86,41291,8628.9,41285,1472.05,41288,208.0586,41291,351.19,41295,6910.88,41291,285.9,41291,343.01,41284,863.91852,41129,1034
41292,2709.59,41264,832.72,41285,6121.58,41290,8581.1,41284,1472.12,41285,208.0181,41290,348.84,41292,6953.87,41290,285.8,41290,338.34,41283,864.11823,41128,1033.12
41291,2718.93,41263,838.61,41284,6101.51,41289,8601,41283,1461.02,41284,208.1456,41289,347.86,41291,6897.99,41289,285.6,41289,339.39,41282,858.625,41127,1027.87
41290,2702.54,41262,839.34,41283,6098.65,41288,8632.1,41282,1457.15,41283,208.229,41288,347.34,41290,6884.36,41288,285,41288,340.53,41281,860.0061,41124,1025.51
41289,2701.59,41261,816.85,41282,6053.63,41285,8664.7,41281,1461.89,41282,208.1025,41285,350.13,41289,6881.86,41285,286.72,41285,343.93,41278,863.7619,41123,1006.37
41288,2715.16,41260,807.84,41281,6064.58,41284,8618.9,41278,1466.47,41281,207.7236,41284,350.69,41288,6893.62,41284,289.52,41284,344.24,41277,861.23492,41122,1014.28
41285,2717.79,41257,801.04,41278,6089.84,41283,8606.4,41277,1459.37,41278,207.5681,41283,350,41285,6943.84,41283,291.28,41283,343.16,41276,862.3457,41121,1017.3
41284,2708.27,41256,799.21,41277,6047.34,41282,8453,41276,1462.42,41277,207.9842,41282,349.11,41284,6888.44,41282,289.26,41282,340.32,41271,838.1153,41120,1021.74
41283,2706.39,41255,791.29,41276,6027.37,41281,8419,41274,1426.19,41276,208.2821,41281,351.24,41283,6855.93,41281,290.15,41281,341.19,41270,846.46881,41117,1021.9
41282,2691.45,41254,786.07,41274,5897.81,41278,8435.8,41271,1402.43,41274,208.5207,41278,351.73,41282,6841.3,41278,291.54,41278,341.52,41264,844.8656,41116,1002.92
41281,2695.56,41253,788.48,41271,5925.37,41277,8403.4,41270,1418.1,41271,208.4619,41277,350.74,41281,6827.93,41277,289.43,41277,339.87,41263,847.67743,41115,986.82
41278,2709.35,41250,790.24,41270,5954.3,41276,8447.6,41269,1419.83,41270,208.3448,41276,350.21,41278,6811.45,41276,286.83,41276,339.51,41262,846.88641,41114,987.08
41277,2701.22,41249,788.74,41267,5954.18,41274,8167.5,41267,1426.66,41267,208.1716,41274,342.71,41277,6800.68,41274,282.04,41274,331.03,41261,842.29291,41113,996.15
41276,2711.25,41248,781.86,41264,5939.99,41271,8131,41264,1430.15,41264,208.1127,41271,342,41276,6780.06,41271,278.23,41271,330.58,41260,837.34637,41110,1005.17
41274,2635.93,41247,781.97,41263,5958.34,41270,8280.9,41263,1443.69,41263,208.0322,41270,344.71,41274,6760.37,41270,279.7,41270,333.78,41257,837.45081,41109,1015.45
41271,2626.85,41246,781.73,41262,5961.59,41267,8299.5,41262,1435.81,41262,207.8188,41267,344.52,41271,6759.61,41267,280.07,41267,333.08,41256,836.34497,41108,1012.63
41270,2659.95,41243,781.46,41261,5935.9,41264,8291,41261,1446.79,41261,207.6377,41264,344.12,41270,6752.27,41264,280.87,41264,333.11,41255,837.17468,41107,1005.91
41267,2648.53,41242,779.44,41260,5912.15,41263,8264.2,41260,1430.36,41260,207.5503,41263,346.6,41267,6749.83,41263,282.18,41263,334.42,41254,835.336,41106,998.48
41264,2651.09,41241,771.39,41257,5921.76,41262,8264.2,41257,1413.58,41257,207.6,41262,345.14,41264,6745.23,41262,281.4,41262,334.39,41253,827.67902,41103,1000.79
41263,2658.3,41240,781.6,41256,5929.61,41261,8168.8,41256,1419.45,41256,207.4872,41261,343.6,41263,6790.24,41261,281.6,41261,332.53,41250,829.1955,41102,984.5
41262,2654.69,41239,779.5,41255,5945.85,41260,8040.3,41255,1428.48,41255,207.4227,41260,343.34,41262,6733.89,41260,279.78,41260,330.02,41248,825.45068,41101,989.24
41261,2643.5,41235,776.43,41254,5924.97,41257,8024.1,41254,1427.84,41254,207.2136,41257,344.39,41261,6726.46,41257,279.39,41257,329.7,41247,824.09613,41100,989.19
41260,2628.01,41234,767.01,41253,5921.63,41256,8017.1,41253,1418.55,41253,207.0392,41256,343.83,41260,6764.71,41256,279.87,41256,329.07,41246,822.48273,41099,997.39
41257,2630.54,41233,762.04,41250,5914.4,41255,7986.8,41250,1418.07,41250,207.5401,41255,344.35,41257,6706.12,41255,281.54,41255,327.97,41243,820.60712,41096,998.98
41256,2627.66,41232,762.16,41249,5901.42,41254,7920.9,41249,1413.94,41249,207.4168,41254,344.12,41256,6696.7,41254,281.06,41254,325.04,41242,821.90723,41095,1008.43
41255,2630.34,41229,751.34,41248,5892.08,41253,7804.4,41248,1409.28,41248,207.3016,41253,342.91,41255,6684.05,41253,280.83,41253,321.34,41241,810.82721,41093,1013.01
41254,2624.03,41228,737.51,41247,5869.04,41250,7848.5,41247,1407.05,41247,207.0945,41250,342.61,41254,6670.21,41250,279.57,41250,321.25,41240,809.8941,41092,1006.57
41253,2596.02,41227,722.41,41246,5871.24,41249,7910.8,41246,1409.46,41246,206.8693,41249,341.29,41253,6652.57,41249,278.48,41249,322.16,41239,808.11041,41089,1004.28
41250,2601.37,41226,722.56,41243,5866.82,41248,7883.2,41243,1416.18,41243,206.8456,41248,338.85,41250,6656.14,41248,275.97,41248,320.75,41236,812.15289,41088,980.23
41249,2603.41,41225,722.58,41242,5870.3,41247,7902.4,41242,1415.95,41242,206.7225,41247,337.62,41249,6645.9,41247,274.72,41247,317.45,41235,805.59082,41087,982.35
41248,2592.09,41222,730.74,41241,5803.28,41246,7889.2,41241,1409.93,41241,206.7396,41246,337.28,41248,6631.04,41246,275.5,41246,317.08,41234,799.37738,41086,973.44
41247,2590.83,41221,735.35,41240,5799.71,41243,7934.6,41240,1398.94,41240,205.8879,41243,336.55,41247,6615.68,41243,277.04,41243,316.58,41233,796.74939,41085,968.84
41246,2582.36,41220,745.71,41239,5786.72,41242,7973.7,41239,1406.29,41239,205.7177,41242,338.1,41246,6600.51,41242,279.01,41242,317.82,41232,792.43298,41082,984.88
41243,2575.25,41219,744.88,41236,5819.14,41241,7837.6,41236,1409.15,41236,205.5087,41241,334.28,41243,6586.68,41241,277.21,41241,311.18,41229,773.01312,41081,977.95
41242,2581.69,41218,747.95,41235,5791.03,41240,7863.7,41234,1391.03,41235,205.3951,41240,332.92,41242,6573.12,41240,276.25,41240,311.09,41228,783.0791,41080,1000.29
41241,2546.84,41215,752.09,41234,5752.03,41239,7874.8,41233,1387.81,41234,205.2512,41239,330.9,41241,6562.66,41239,276.07,41239,311.69,41227,788.38867,41079,1002.01
41240,2543.45,41214,743.32,41233,5748.1,41236,7909.6,41232,1386.89,41233,205.2668,41236,331.5,41240,6561.06,41236,276.59,41236,313.15,41226,794.2594,41078,992.38
41239,2542.52,41213,742.33,41232,5737.66,41235,7875.6,41229,1359.88,41232,205.5978,41235,327.7,41239,6551.37,41235,274.98,41235,310.89,41225,789.86859,41075,990.86
41236,2557.03,41212,733.46,41229,5605.59,41234,7805.4,41228,1353.33,41229,205.7095,41234,326.41,41236,6544.79,41234,275,41234,308.4,41222,791.56989,41074,980.83
41235,2535.09,41211,740.3,41228,5677.75,41233,7778.7,41227,1355.49,41228,205.6116,41233,326.02,41235,6538.36,41233,273.88,41233,304.83,41221,791.80072,41073,970.35
41234,2519.68,41208,741.23,41227,5722.01,41232,7763.8,41226,1374.53,41227,205.5429,41232,324.74,41234,6518.97,41232,274.46,41232,304.79,41220,794.11627,41072,976.99
41233,2509.62,41207,751.42,41226,5786.25,41229,7588.2,41225,1380.03,41226,205.6786,41229,319.84,41233,6510.39,41229,270.83,41229,297.55,41219,809.12592,41071,965.71
41232,2495.21,41206,743.27,41225,5767.27,41228,7695.5,41222,1379.85,41225,205.5102,41228,324.76,41232,6503.03,41228,270.52,41228,302.52,41218,803.6026,41068,978.02
41229,2427.32,41205,749.37,41222,5769.68,41227,7673,41221,1377.51,41222,205.4851,41227,330.67,41229,6488.58,41227,271.65,41227,305.34,41215,811.45288,41067,970.35
41228,2461.77,41204,753.72,41221,5776.05,41226,7693.4,41220,1394.53,41221,205.2602,41226,334.04,41228,6498,41226,274.81,41226,308.61,41213,798.32739,41066,970.6
41227,2472.84,41201,754.39,41220,5791.63,41225,7567.8,41219,1428.39,41220,205.3491,41225,332.33,41227,6506.83,41225,275.69,41225,308.13,41212,801.51678,41065,948.64
41226,2493.14,41200,752.3,41219,5884.9,41222,7636.6,41218,1417.26,41219,205.0411,41222,331.93,41226,6497.39,41222,276.48,41222,309.11,41211,791.9137,41064,943.22
41225,2473.52,41199,739.79,41218,5839.06,41221,7624.1,41215,1414.2,41218,204.7453,41221,332.42,41225,6504.07,41221,275.52,41221,310.18,41208,796.75,41061,942.77
41222,2479.82,41198,732.4,41215,5868.55,41220,7660.7,41214,1427.59,41215,204.6927,41220,332.87,41222,6501.6,41220,277.44,41220,312,41207,793.9256,41060,966.58
41221,2479.13,41197,722.99,41214,5861.92,41219,7837.6,41213,1412.16,41214,204.6127,41219,337.37,41221,6509.35,41219,281.1,41219,317.29,41206,795.04871,41059,968.79
41220,2479.1,41194,718.32,41213,5782.7,41218,7818.6,41208,1411.94,41213,204.4045,41218,335.08,41220,6509.53,41218,280.25,41218,315.26,41205,791.27032,41058,982.56
41219,2535.94,41193,713.95,41212,5849.9,41215,7968.9,41207,1412.97,41212,204.2281,41215,337.6,41219,6497.96,41215,279.74,41215,319.39,41204,807.0108,41054,971.74
41218,2517.67,41192,716.84,41211,5795.1,41214,7886.4,41206,1408.75,41211,204.1781,41214,335.43,41218,6488.5,41214,278.85,41214,318.94,41201,810.36212,41053,973.5
41215,2547.15,41191,727.68,41208,5806.71,41213,7842.9,41205,1413.11,41208,204.0241,41213,330.76,41215,6487.92,41213,274.58,41213,316.12,41200,818.94843,41052,972.19
41214,2533.87,41187,737.13,41207,5805.05,41212,7833.9,41204,1433.82,41207,203.8378,41212,332.35,41214,6481.07,41212,275.21,41212,317.26,41199,818.08368,41051,970.03
41213,2503.64,41186,735.38,41206,5804.78,41211,7728.6,41201,1433.19,41206,203.9307,41211,328.39,41213,6473.62,41211,275.47,41211,313.07,41198,811.4104,41050,969.44
41212,2515.99,41185,727.39,41205,5797.91,41208,7775.6,41200,1457.34,41205,203.8372,41208,329.45,41212,6466.96,41208,275.79,41208,317.13,41197,795.73053,41047,954.37
41211,2478.84,41184,731.19,41204,5882.91,41207,7779.2,41199,1460.91,41204,203.9519,41207,329.25,41211,6463.53,41207,276.71,41207,315.71,41194,790.87207,41045,976.14
41208,2496.1,41183,732.35,41201,5896.15,41206,7791.5,41198,1454.92,41201,204.1382,41206,328.49,41208,6466.28,41206,276.24,41206,318.8,41193,796.37927,41044,974.58
41207,2483.43,41180,737.42,41200,5917.05,41205,7747.7,41197,1440.13,41200,203.9269,41205,326.75,41207,6473.72,41205,275.79,41205,317.81,41192,787.96661,41043,980.23
41206,2490.58,41179,745.59,41199,5910.91,41204,7877.1,41194,1428.59,41199,203.795,41204,334.46,41206,6469.22,41204,277.92,41204,322.83,41191,792.30341,41040,991.31
41205,2477.92,41178,742.54,41198,5870.54,41201,7913.4,41193,1432.84,41198,203.7343,41201,334.17,41205,6475.24,41201,278.12,41201,325.47,41190,798.59882,41039,994.59
41204,2531.1,41177,757.66,41197,5805.61,41200,8100.3,41192,1432.56,41197,204.0172,41200,335.32,41204,6478.53,41200,280.62,41200,328.19,41187,809.03589,41038,991.83
41201,2542.24,41176,753.68,41194,5793.32,41199,8128.2,41191,1441.48,41194,204.0663,41199,335.69,41201,6475.59,41199,279.94,41199,325.97,41186,796.46991,41037,998.42
41200,2574.19,41173,756.38,41193,5829.75,41198,7940.2,41190,1455.88,41193,203.5805,41198,333.71,41200,6511.36,41198,280.4,41198,320.94,41185,797.3501,41036,1002.62
41199,2569.83,41172,753.81,41192,5776.71,41197,7678.5,41187,1460.93,41192,203.4339,41197,329.45,41199,6467.25,41197,278.47,41197,315.7,41184,797.646,41033,1002.19
41198,2547.9,41171,764.8,41191,5810.25,41194,7652.4,41186,1461.4,41191,203.3841,41194,327.95,41198,6441.69,41194,276.52,41194,315.57,41183,798.76758,41032,1019.07
41197,2485.12,41170,758.36,41190,5841.74,41193,7734.7,41185,1450.99,41190,203.3713,41193,329.55,41197,6420.81,41193,276.94,41193,317.09,41180,784.94031,41031,1026.8
41194,2469.09,41166,756.88,41187,5871.02,41192,7668,41184,1445.75,41187,203.1168,41192,326.8,41194,6404.63,41192,276.27,41192,314.04,41179,797.53522,41029,1023.34
41193,2487.08,41165,744.23,41186,5827.78,41191,7745.4,41183,1444.49,41186,203.0363,41191,327.71,41193,6393.51,41191,277.72,41191,315.59,41178,794.9184,41026,1027.25
41192,2456.54,41164,741.82,41185,5825.81,41190,7891,41180,1440.67,41185,203.0253,41190,329.57,41192,6386.62,41190,279.09,41190,317.29,41177,815.08148,41025,1024.84
41191,2472.23,41163,732.26,41184,5809.45,41187,7954.4,41179,1447.15,41184,202.9331,41187,332.53,41191,6390.89,41187,279.54,41187,321.92,41176,811.28638,41024,1018.11
41190,2496.09,41162,737.34,41183,5820.45,41186,7812.8,41178,1433.32,41183,202.7062,41186,327.66,41190,6393,41186,279.17,41186,317.81,41173,817.40479,41023,1004.29
41187,2531.21,41159,735.17,41180,5742.07,41185,7826.7,41177,1441.59,41180,202.8023,41185,327.98,41187,6382.85,41185,279.56,41185,319.73,41172,810.33569,41022,1000.6
41186,2485.75,41158,719,41179,5779.42,41184,7867.1,41176,1456.89,41179,202.5351,41184,327.24,41186,6372.17,41184,279.79,41184,320.24,41171,813.84412,41019,1009.07
41185,2492.48,41157,718.09,41178,5768.09,41183,7784.1,41173,1460.15,41178,202.3656,41183,327.52,41185,6362.15,41183,280.19,41183,319.9,41170,809.94971,41018,1007.91
41184,2493.59,41156,726.69,41177,5859.71,41180,7708.5,41172,1460.26,41177,202.141,41180,323.18,41184,6353.45,41180,279.84,41180,315.57,41169,818.49799,41017,1013.89
41183,2498.81,41155,728.63,41176,5838.84,41179,7842.3,41171,1461.05,41176,202.4983,41179,329.12,41183,6343.01,41179,281.55,41179,321.57,41166,822.28522,41016,1018
41180,2454.26,41152,731.64,41173,5852.62,41178,7854.4,41170,1459.32,41173,202.2413,41178,328.05,41180,6336.27,41178,279.2,41178,320.96,41165,806.68591,41015,1002.59
41179,2506.06,41151,743.79,41172,5854.64,41177,8175,41169,1461.19,41172,202.2914,41177,334.5,41179,6326.6,41177,280.4,41177,329.39,41164,812.776,41012,1003.06
41178,2498.52,41150,750.03,41171,5888.48,41176,8138.4,41166,1465.77,41171,202.1199,41176,331.84,41178,6392.55,41176,282.88,41176,328.4,41163,808.961,41011,1015.72
41177,2568.48,41149,746.3,41170,5868.16,41173,8230.7,41165,1459.99,41170,201.6915,41173,334.15,41177,6345.57,41173,283.43,41173,330.89,41162,802.15619,41010,1001.96
41176,2557.89,41148,755.37,41169,5893.52,41172,8022.1,41164,1436.56,41169,201.3142,41172,334.24,41176,6350.52,41172,283.31,41172,328.94,41159,804.55359,41009,994.45
41173,2577.08,41145,757.23,41166,5915.55,41171,8098.8,41163,1433.56,41166,201.3862,41171,335.71,41173,6352.76,41171,283.2,41171,330.86,41158,799.28589,41004,1023.68
41172,2553.03,41144,764.59,41165,5819.92,41170,8058.3,41162,1429.08,41165,202.1179,41170,335.47,41172,6351.13,41170,282.43,41170,330.48,41157,775.5061,41003,1023.96
41171,2567.67,41143,762.73,41164,5782.08,41169,8148,41159,1437.92,41164,201.7938,41169,337.15,41171,6362.28,41169,282.33,41169,334.38,41156,774.45892,41002,1034.13
41170,2553.4,41142,765.26,41163,5792.19,41166,8154.5,41158,1432.12,41163,201.9175,41166,338.28,41170,6360.9,41166,283.7,41166,336,41155,782.00482,41001,1038.18
41169,2583.57,41141,764.66,41162,5793.2,41165,7935.9,41157,1403.44,41162,201.5703,41165,334.6,41169,6364.53,41165,283.35,41165,330.07,41152,775.59772,40998,1030.35
41166,2594.56,41138,765.81,41159,5794.8,41164,7992.1,41156,1404.94,41159,201.9522,41164,336.1,41166,6351.4,41164,280.6,41164,332.33,41151,765.72357,40997,1026.64
41165,2543.22,41137,759.12,41158,5777.34,41163,7930.4,41152,1406.58,41158,201.0792,41163,336.11,41165,6317.8,41163,280.38,41163,329.81,41150,774.98969,40996,1028.23
41164,2564.8,41136,747.32,41157,5657.86,41162,7857.7,41151,1399.48,41157,201.1605,41162,335.5,41164,6310.99,41162,280.45,41162,327.06,41149,776.09399,40995,1033.09
41163,2557.65,41135,749.53,41156,5672.01,41159,7882.8,41150,1410.49,41156,201.1284,41159,337.57,41163,6288.43,41159,280.62,41159,326.8,41148,781.88049,40994,1035.96
41162,2528.53,41134,746.95,41155,5758.41,41158,7862,41149,1409.3,41155,200.7084,41158,336.43,41162,6283.85,41158,279.66,41158,322.37,41145,774.60797,40991,1021.94
41159,2538.6,41131,746.79,41152,5711.48,41157,7494,41148,1410.44,41152,200.798,41157,328.83,41159,6248.37,41157,274.69,41157,313.9,41144,774.14282,40990,1018.88
41158,2524.95,41130,751.84,41151,5719.45,41156,7488.2,41145,1411.13,41151,201.0385,41156,328.66,41158,6305.8,41156,276.36,41156,314.86,41143,780.82373,40989,1026.23
41157,2441.81,41129,745.64,41150,5743.53,41155,7434.2,41144,1402.08,41150,200.9532,41155,331.89,41157,6217.38,41155,277.47,41155,316.94,41142,791.14178,40988,1028.06
41156,2436.54,41128,743.7,41149,5775.71,41152,7420.5,41143,1413.49,41149,201.1489,41152,329.28,41156,6213.23,41152,276.8,41152,315.44,41141,783.53387,40987,1031.04
41155,2463.17,41127,735.73,41145,5776.6,41151,7195,41142,1413.17,41145,201.0895,41151,327.54,41155,6202.59,41151,277.5,41151,312.52,41138,786.8125,40984,1026.16
41152,2440.71,41124,723.94,41144,5776.6,41150,7306,41141,1418.13,41144,201.0343,41150,330.15,41152,6196.43,41150,280.38,41150,315.04,41137,781.0871,40983,1026.16
41151,2403.8,41123,732.98,41143,5774.2,41149,7333.5,41138,1418.16,41143,200.696,41149,329.23,41151,6258.76,41149,280.06,41149,316.09,41135,773.43762,40982,1020.12
41150,2434.23,41122,729.78,41142,5857.52,41148,7398.9,41137,1415.51,41142,200.2441,41148,332.35,41150,6192.08,41148,281.45,41148,318.65,41134,768.53192,40981,1021.14
41149,2442.12,41121,736.31,41141,5824.37,41145,7310.3,41136,1405.53,41141,200.372,41145,329.64,41149,6191.56,41145,282.02,41145,315.5,41131,771.00818,40980,1002.69
41148,2461.82,41120,731.74,41138,5852.42,41144,7282.9,41135,1403.93,41138,200.1639,41144,330.06,41148,6188.69,41144,281.14,41144,316.52,41130,774.70282,40977,1002.48
