SX5E Index,,TPX Index,,UKX Index,,IBEX Index,,SPX Index,,LBEATREU Index,,AEX Index,,INGEHIH LX Equity,,INGGOPC LX Equity,,INGEHYC LX Equity,,SGEURSE LX Equity,,SGIDXIW LX Equity,
40459,2785.43,40396,861.17,40435,5567.41,40452,10450.1,40431,1109.55,40438,186.0207,40456,335.03,40451,5145.89,40445,256.49,40448,355.34,40409,762.91541,,
40458,2786.88,40395,857.09,40434,5565.53,40451,10514.5,40430,1104.18,40437,185.8391,40455,330.4,40450,5142.3,40444,255.46,40445,356.21,40408,776.36359,,
40457,2780,40394,845.93,40431,5501.64,40450,10486.8,40429,1098.87,40436,186.4795,40452,333.78,40449,5136.38,40443,254.99,40444,352.36,40407,778.42169,,
40456,2758.56,40393,859.18,40430,5494.16,40449,10590.7,40428,1091.84,40435,186.8228,40451,334.39,40448,5137.01,40442,260.96,40443,354.03,40406,766.2951,,
40455,2701.02,40392,850.69,40429,5429.74,40448,10613,40424,1104.51,40434,186.4907,40450,335.85,40445,5128.96,40441,262.55,40442,358.22,40403,767.9248,,
40452,2732.91,40389,849.5,40428,5407.82,40445,10727.6,40423,1090.1,40431,186.643,40449,338.17,40444,5130.23,40438,260.4,40441,358.7,40402,770.00592,,
40451,2747.9,40388,861.27,40427,5439.19,40444,10501.5,40422,1080.29,40430,187.2918,40448,337.17,40443,5129.79,40437,259.19,40438,354.23,40401,771.68829,,
40450,2752.71,40387,865.51,40424,5428.15,40443,10555.2,40421,1049.33,40429,187.5517,40445,337.85,40442,5130.91,40436,260.8,40437,356.38,40400,792.38623,,
40449,2774.62,40386,846.12,40423,5371.04,40442,10762.5,40420,1048.92,40428,187.8344,40444,332.82,40441,5125.24,40435,261.53,40436,357.96,40399,800.4552,,
40448,2776.33,40385,845.88,40422,5366.41,40441,10743.1,40417,1064.59,40427,187.2957,40443,334.35,40438,5112.23,40434,262.67,40435,359.29,40396,789.10608,,
40445,2792.75,40382,841.29,40421,5225.22,40438,10588.6,40416,1047.22,40424,187.2513,40442,338.94,40437,5106.35,40431,261.84,40434,359.75,40395,799.97211,,
40444,2738.61,40381,825.48,40417,5201.56,40437,10716.8,40415,1055.33,40423,187.8159,40441,339.81,40436,5108.09,40430,261.05,40431,357.57,40394,801.09161,,
40443,2752.77,40380,829.35,40416,5155.84,40436,10751.8,40414,1051.87,40422,188.1133,40438,334.54,40435,5100.18,40429,259.02,40430,358.1,40393,799.82727,,
40442,2794.55,40379,832.26,40415,5109.4,40435,10806.6,40413,1067.36,40421,188.7174,40437,334.67,40434,5094.62,40428,258.01,40429,355.53,40392,799.6106,,
40441,2802.67,40375,840.58,40414,5155.95,40434,10765.2,40410,1071.69,40417,188.2434,40436,335.86,40431,5079.98,40424,257.12,40428,352.67,40389,778.61328,,
40438,2757.37,40374,856.6,40413,5234.84,40431,10689.6,40409,1075.63,40416,188.5614,40435,336.73,40430,5070.33,40423,255.05,40427,355.05,40388,781.79053,,
40437,2784.61,40373,870.73,40410,5195.28,40430,10712.9,40408,1094.16,40415,188.6288,40434,337.27,40429,5059.96,40422,252.45,40424,353.54,40387,784.77649,,
40436,2794.36,40372,854.39,40409,5211.29,40429,10586.2,40407,1092.54,40414,188.5075,40431,334.96,40428,5057.64,40421,247.96,40423,350.46,40386,786.80139,,
40435,2806.47,40371,857.7,40408,5302.87,40428,10479.1,40406,1079.38,40413,187.7732,40430,334.59,40427,5059.32,40420,248.61,40422,349.71,40385,781.32062,,
40434,2805.06,40368,861.21,40407,5350.55,40427,10622.7,40403,1079.25,40410,187.765,40429,331.43,40424,5050.48,40417,249.17,40421,339.66,40382,775.03729,,
40431,2780.4,40367,861.02,40406,5276.1,40424,10599.4,40402,1083.61,40409,187.3594,40428,327.76,40423,5038.8,40416,246.65,40420,339.2,40381,772.78918,,
40430,2782.43,40366,841.51,40403,5275.44,40423,10537.6,40401,1089.47,40408,187.3062,40427,330.53,40422,5024.7,40415,248,40417,340.42,40380,752.70038,,
40429,2752.89,40365,847.24,40402,5266.06,40422,10544.8,40400,1121.06,40407,186.8684,40424,329.35,40421,5021.85,40414,247.7,40416,336.89,40379,747.31378,,
40428,2727.16,40364,836.89,40401,5245.21,40421,10187,40399,1127.79,40406,186.8612,40423,326.57,40420,5024.4,40413,251.36,40415,335.23,40378,749.87439,,
40427,2753.6,40361,830.98,40400,5376.41,40420,10136,40396,1121.64,40403,186.3765,40422,325.52,40417,5020.49,40410,251.54,40414,337.6,40375,753.59747,,
40424,2746.23,40360,828.39,40399,5410.52,40417,10148.2,40395,1125.81,40402,186.3616,40421,316.47,40416,5026,40409,249.6,40413,343.51,40374,767.9964,,
40423,2715.19,40359,841.42,40396,5332.39,40416,10004.4,40394,1127.24,40401,186.3932,40420,315.55,40415,5032.29,40408,252.4,40410,341.87,40373,777.07977,,
40422,2715.27,40358,852.19,40395,5365.78,40415,9894,40393,1120.46,40400,185.5737,40417,317.04,40414,5035.64,40407,253.05,40409,345.19,40372,776.76208,,
40421,2622.95,40357,860.8,40394,5386.16,40414,10052.3,40392,1125.86,40399,185.8571,40416,314.22,40413,5046.4,40406,250.61,40408,350.71,40371,762.08319,,
40420,2616.57,40354,867.3,40393,5396.48,40413,10221.2,40389,1101.6,40396,185.8414,40415,311.72,40410,5032.72,40403,251.49,40407,351.89,40368,760.27789,,
40417,2630.35,40353,879.77,40392,5397.11,40410,10094.3,40388,1101.53,40395,185.3949,40414,313.39,40409,5025.53,40402,250.37,40406,347.28,40367,756.33301,,
40416,2606.89,40352,880.84,40389,5258.02,40409,10238,40387,1106.13,40394,185.1222,40413,318.54,40408,5009.07,40401,250.1,40403,348.59,40366,747.66913,,
40415,2587.4,40351,894.56,40388,5313.95,40408,10391,40386,1113.84,40393,184.8986,40410,318.02,40407,5012.81,40400,253.24,40402,349.7,40365,734.87207,,
40414,2614.54,40350,902.49,40387,5319.68,40407,10369.5,40385,1115.01,40392,184.2994,40409,322.37,40406,5000.62,40399,253.25,40401,350.59,40364,715.65302,,
40413,2660.84,40347,884.64,40386,5365.67,40406,10258.3,40382,1102.66,40389,184.2642,40408,327.67,40403,5004.1,40396,251.61,40400,359.14,40361,718.60651,,
40410,2643.98,40346,887.48,40385,5351.12,40403,10275.8,40381,1093.67,40388,183.8434,40407,328.45,40402,4993.32,40395,253.92,40399,362.09,40360,717.02521,,
40409,2675.02,40345,892.38,40382,5312.62,40402,10342.4,40380,1069.59,40387,183.6907,40406,323.14,40400,5002.15,40394,253.61,40396,357.26,40359,732.29779,,
40408,2728.66,40344,878.83,40381,5313.81,40401,10374.8,40379,1083.48,40386,183.6087,40403,323.92,40399,4997.74,40393,251.42,40395,361.52,40358,729.89099,,
40407,2737.69,40343,878.56,40380,5214.64,40400,10718.5,40378,1071.25,40385,183.2945,40402,324.12,,,40392,252.22,40394,361.89,40357,759.32782,,
40406,2698.29,40340,866.44,40379,5139.46,40399,10812.6,40375,1064.88,40382,183.5175,40401,324.99,,,40389,249.51,40393,360.79,40353,754.16803,,
40403,2708.73,40339,856.79,40378,5148.28,40396,10651.1,40374,1096.48,40381,183.6724,40400,333.14,,,40388,248.67,40392,360.66,40351,781.00061,,
40402,2720.85,40338,850.37,40375,5158.85,40395,10840,40373,1095.17,40380,183.7493,40399,335.89,,,40387,249.62,40389,351.39,40350,786.42767,,
40401,2724.16,40337,858.33,40374,5211.29,40394,10843.3,40372,1095.34,40379,183.623,40396,331.19,,,40386,250.56,40388,352.76,40347,777.93152,,
40400,2800.02,40336,859.21,40373,5253.52,40393,10871.4,40371,1078.75,40378,183.3405,40395,336.57,,,40385,251.77,40387,352.47,40346,774.15729,,
40399,2827.27,40333,890.16,40372,5271.02,40392,10835.4,40368,1077.96,40375,183.496,40394,339.2,,,40382,252.57,40386,353.24,40345,771.5423,,
40396,2779.34,40332,890.64,40371,5167.02,40389,10499.8,40367,1070.25,40374,183.1223,40393,339,,,40381,248.79,40385,350.37,40344,771.8631,,
40395,2819.34,40331,870.05,40368,5132.94,40388,10659.5,40366,1060.27,40373,183.0314,40392,339.66,,,40380,246.44,40382,348.02,40343,763.89172,,
40394,2825.08,40330,880.04,40367,5105.45,40387,10643.9,40365,1028.06,40372,183.4579,40389,330.64,,,40379,245.53,40381,347.06,40340,751.41821,,
40393,2818.97,40329,880.46,40366,5014.82,40386,10645,40361,1022.58,40371,183.6788,40388,332.13,,,40378,242.17,40380,338.18,40339,744.63751,,
40392,2822.17,40326,878.52,40365,4965,40385,10506.7,40360,1027.37,40368,183.285,40387,335.03,,,40375,242.88,40379,336.12,40338,729.59998,,
40389,2742.14,40325,869.89,40364,4823.53,40382,10388.2,40359,1030.71,40367,183.1572,40386,338.08,,,40374,248.54,40378,336.98,40337,715.19128,,
40388,2752.93,40324,859,40361,4838.09,40381,10302.9,40358,1041.24,40366,183.0951,40385,337.82,,,40373,251.49,40375,337.5,40336,721.38263,,
40387,2766.11,40323,859.82,40360,4805.75,40380,10040.8,40357,1074.57,40365,183.1597,40382,337.14,,,40372,251.67,40374,344.54,40333,728.49078,,
40386,2769.31,40322,880.01,40359,4916.87,40379,10061.3,40354,1076.76,40364,183.4371,40381,335.2,,,40371,249.79,40373,348.64,40332,748.62183,,
40385,2743.12,40319,879.69,40358,4914.22,40378,9929.8,40353,1073.69,40361,183.0316,40380,326.36,,,40368,248.72,40372,348.74,40331,738.9859,,
40382,2719.13,40318,898.15,40357,5071.68,40375,9991.7,40352,1092.04,40360,182.9216,40379,320.46,,,40367,245.51,40371,342.76,40330,739.26563,,
40381,2714.21,40317,910.64,40354,5046.47,40374,10160.2,40351,1095.31,40359,182.8445,40378,322,,,40366,243.93,40368,341.94,40329,740.47308,,
40380,2639.52,40316,913.91,40353,5100.23,40373,10278.5,40350,1113.2,40358,182.7001,40375,323.99,,,40365,239.93,40367,341.34,40326,740.22937,,
40379,2627.28,40315,920.43,40352,5178.52,40372,10259.5,40347,1117.51,40357,182.5354,40374,329.76,,,40364,239.04,40366,337.86,40325,740.71851,,
40378,2634.6,40312,936.45,40351,5246.98,40371,10058.2,40346,1116.04,40354,182.5753,40373,335.03,,,40361,238.34,40365,331.96,40324,716.28693,,
40375,2645.61,40311,947.9,40350,5299.11,40368,10127.3,40345,1114.61,40353,182.9036,40372,333.76,,,40360,241.31,40364,324.24,40323,702.14252,,
40374,2702.81,40310,932.83,40347,5250.84,40367,10080.5,40344,1115.23,40352,182.5521,40371,326.56,,,40359,246.81,40361,325.49,40319,725.34991,,
40373,2738.96,40309,932.1,40346,5253.89,40366,9987.4,40343,1089.63,40351,182.6286,40368,324.42,,,40358,249.95,40360,324.4,40318,724.15161,,
40372,2737.59,40308,944.64,40345,5237.92,40365,9615,40340,1091.6,40350,182.4186,40367,322.62,,,40357,255.71,40359,330.86,40317,738.77692,,
40371,2686.09,40305,931.74,40344,5217.82,40364,9281.5,40339,1086.84,40347,182.4042,40366,317.56,,,40354,256.37,40358,330.25,40316,759.91888,,
40368,2681.2,40304,956.72,40343,5202.13,40361,9250.8,40338,1055.69,40346,182.4792,40365,314.43,,,40353,256.44,40357,341.95,40315,744.75293,,
40367,2666.42,40298,987.04,40340,5163.68,40360,9178.2,40337,1062,40345,182.3665,40364,306.27,,,40351,262,40354,338.25,40312,746.15778,,
40366,2634.39,40296,977.64,40339,5132.5,40359,9263.4,40336,1050.47,40344,182.5518,40361,308.2,,,40350,263.42,40353,340.87,40310,778.55939,,
40365,2578.69,40295,997.63,40338,5085.86,40358,9160.4,40333,1064.88,40343,182.7851,40360,307.87,,,40347,260.85,40351,351.08,40309,766.3335,,
40364,2507.83,40294,996.71,40337,5028.15,40357,9688.5,40332,1102.83,40340,183.4815,40359,316.81,,,40346,260.72,40350,353.08,40308,771.84479,,
40361,2522.36,40291,978.2,40336,5069.06,40354,9535,40331,1098.38,40339,183.026,40358,319.03,,,40345,260.58,40347,350.26,40305,707.51672,,
40360,2518.65,40290,978.17,40333,5126,40353,9586.5,40330,1070.71,40338,182.832,40357,330.46,,,40344,259.91,40346,349.98,40304,735.34851,,
40359,2573.32,40289,987.07,40332,5211.18,40352,9886,40326,1089.41,40337,182.7475,40354,325.99,,,40343,256.96,40345,349.27,40303,749.8205,,
40358,2556.34,40288,972.11,40331,5151.32,40351,10016.1,40325,1103.06,40336,182.5828,40353,329.22,,,40340,259.09,40344,348.94,40302,760.33502,,
40357,2668.67,40287,970.84,40330,5163.3,40350,10071.9,40324,1067.95,40333,182.9113,40352,335.11,,,40339,257.17,40343,345.19,40298,786.09888,,
40354,2629.25,40284,988.84,40326,5188.43,40347,9971.8,40323,1074.03,40332,182.6446,40351,339.8,,,40338,253.15,40340,340.96,40297,787.51862,,
40353,2645.32,40283,998.9,40325,5195.17,40346,9755.1,40322,1073.65,40331,183.0503,40350,341.04,,,40337,253.84,40339,337.66,40296,774.56403,,
40352,2704.8,40282,991.1,40324,5038.08,40345,9683.3,40319,1087.69,40330,183.3997,40347,336.06,,,40336,253.41,40338,331.93,40295,788.59229,,
40351,2745.97,40281,988.44,40323,4940.68,40344,9742,40318,1071.59,40329,183.5796,40346,335.26,,,40333,255.3,40337,327.36,40294,816.078,,
40350,2768.27,40280,994.78,40322,5069.61,40343,9584,40317,1115.05,40326,183.4766,40345,334.76,,,40332,257.67,40336,330.24,40291,809.79999,,
40347,2737.02,40277,989.42,40319,5062.93,40340,9561.7,40316,1120.8,40325,183.3818,40344,333.82,,,40331,254.82,40333,333.06,40290,802.49792,,
40346,2728.12,40276,985.99,40318,5073.13,40339,9198.2,40315,1136.94,40324,183.721,40343,331.45,,,40330,250.17,40332,341.65,40289,815.04608,,
40345,2718.73,40275,995.54,40317,5158.08,40338,8868.7,40312,1135.68,40323,184.2056,40340,325.56,,,40329,252.42,40331,338.09,40288,822.5351,,
40344,2716.3,40274,990.79,40316,5307.34,40337,8669.8,40311,1157.44,40322,184.0925,40339,325.42,,,40326,251.15,40330,338.33,40287,810.09253,,
40343,2683.46,40273,995.68,40315,5262.54,40336,8795.3,40310,1171.67,40319,184.0446,40338,320.63,,,40325,251.98,40329,338.32,40284,813.81372,,
40340,2638.31,40270,989.39,40312,5262.85,40333,8923.4,40309,1155.79,40318,184.0417,40337,314.83,,,40324,245.62,40326,338.84,40283,828.98279,,
40339,2608.74,40269,985.26,40311,5433.73,40332,9276.2,40308,1159.73,40317,183.8144,40336,317.54,,,40323,242.07,40325,338.84,40282,827.2934,,
40338,2556.68,40268,978.81,40310,5383.45,40331,9268,40305,1110.88,40316,183.6926,40333,321.22,,,40319,241.53,40324,328.68,40281,821.73743,,
40337,2510.84,40267,979.58,40309,5334.21,40330,9299.7,40304,1128.15,40315,183.2688,40332,327.03,,,40318,243.17,40323,323.79,40280,824.80402,,
40336,2529.97,40266,966.13,40308,5387.42,40329,9359.4,40303,1165.9,40312,183.2722,40331,322.56,,,40317,251.29,40319,332.81,40277,822.75,,
40333,2553.59,40263,966.72,40305,5123.02,40326,9425.5,40302,1173.6,40311,183.0862,40330,321.21,,,40316,255.31,40318,332.05,40276,809.33722,,
40332,2634.16,40262,952.13,40304,5260.99,40325,9334.9,40301,1202.26,40310,182.8283,40329,320.7,,,40315,256.14,40317,337.5,40275,818.1803,,
40331,2601.98,40261,951.97,40303,5341.93,40324,9042.6,40298,1186.69,40309,182.6022,40326,320.64,,,40312,256.76,40316,346.1,40274,821.86139,,
40330,2606.58,40260,947.37,40302,5411.11,40323,9004.4,40297,1206.78,40308,182.6299,40325,321.16,,,40310,258.25,40315,339.58,40269,817.51593,,
40329,2610.26,40256,948.93,40298,5553.29,40322,9287.9,40296,1191.36,40305,180.6764,40324,312,,,40309,254.78,40312,340.32,40268,805.06567,,
40326,2614.06,40255,940.79,40297,5617.84,40319,9407.3,40295,1183.71,40304,181.1954,40323,305.03,,,40308,254.12,40310,355.49,40267,806.75531,,
40325,2619.36,40254,947.43,40296,5586.61,40318,9270.5,40294,1212.05,40303,181.9949,40322,313.57,,,40305,245.36,40309,350.71,40266,810.16772,,
40324,2530.34,40253,938.1,40295,5603.52,40317,9376.5,40291,1217.28,40302,182.0302,40319,313.41,,,40304,249.77,40308,353.17,40263,808.32288,,
40323,2488.5,40252,938.91,40294,5753.85,40316,9627.6,40290,1208.67,40298,181.9315,40318,314.86,,,40303,253.54,40305,325.91,40262,809.11432,,
40322,2558.27,40249,936.38,40291,5723.65,40315,9286.1,40289,1205.94,40297,181.6801,40317,321.45,,,40302,253.63,40304,337.91,40261,798.33978,,
40319,2574.18,40248,930.38,40290,5665.33,40312,9314.7,40288,1207.17,40296,181.314,40316,331,,,40301,257.61,40303,345.27,40260,798.86871,,
40318,2569.58,40247,922.44,40289,5723.43,40311,9977.5,40287,1197.52,40295,181.52,40315,326.57,,,40298,255.44,40302,350.17,40259,792.81311,,
40317,2619.48,40246,924.38,40288,5783.69,40310,10089.8,40284,1192.13,40294,181.5878,40312,327.24,,,40297,257.85,40301,361.93,40256,794.29108,,
40316,2698.21,40245,927.31,40287,5727.91,40309,10008.6,40283,1211.67,40291,181.9169,40311,337.8,,,40296,256.34,40298,360.7,40255,797.6745,,
40315,2635.34,40242,910.81,40284,5743.96,40308,10351.9,40282,1210.65,40290,182.0522,40310,336.9,,,40295,256.05,40297,360.75,40254,801.79791,,
40312,2633.92,40241,897.64,40283,5825.01,40305,9046.1,40281,1197.3,40289,182.3455,40309,333.48,,,40294,261.63,40296,355.51,40253,795.24847,,
40311,2764.05,40240,905.65,40282,5796.25,40304,9352.6,40280,1196.48,40288,182.3653,40308,335.24,,,40291,259.76,40295,361.61,40252,786.55139,,
40310,2764.31,40239,902.71,40281,5761.66,40303,9635.2,40277,1194.37,40287,182.6374,40305,312.35,,,40290,259.45,40294,373.45,40249,793.45093,,
40309,2730.48,40238,898.93,40280,5777.65,40302,9859.1,40276,1186.44,40284,182.6203,40304,326.19,,,40289,258.79,40291,371.65,40248,791.68811,,
40308,2758.89,40235,894.1,40277,5770.98,40301,10422.8,40275,1182.45,40283,182.3513,40303,330.78,,,40288,258.33,40290,368.43,40247,794.81482,,
40305,2500.18,40234,891.41,40276,5712.7,40298,10492.2,40274,1189.44,40282,182.2383,40302,335.86,,,40287,256.21,40289,373.81,40246,786.8335,,
40304,2611.41,,,40275,5762.06,40297,10441,40273,1187.44,40281,182.2351,40301,346.94,,,40284,256.99,40288,376.2,40245,786.92322,,
40303,2679.3,,,40274,5780.35,40296,10167,40269,1178.1,40280,182.0378,40298,345.91,,,40283,260.03,40287,372.23,40242,786.52948,,
40302,2708.12,,,40269,5744.89,40295,10480.9,40268,1169.43,40277,181.9223,40297,348.46,,,40282,259.31,40284,373.49,40241,772.32782,,
40301,2816.5,,,40268,5679.64,40294,10939.3,40267,1173.27,40276,182.243,40296,344.55,,,40281,257.91,40283,378.83,40240,772.39282,,
40298,2816.86,,,40267,5672.32,40291,10918.2,40266,1173.22,40275,182.0799,40295,349.12,,,40280,258.01,40282,377.84,40239,765.26422,,
40297,2828.12,,,40266,5710.66,40290,10821.9,40263,1166.59,40274,181.9599,40294,357.43,,,40277,260.77,40281,375.22,40238,757.85608,,
40296,2788.54,,,40263,5703.02,40289,11064.7,40262,1165.73,40269,182.5013,40291,353.38,,,40276,260.02,40280,376.49,40235,745.60388,,
40295,2838.78,,,40262,5727.65,40288,11305.6,40261,1167.72,40268,182.3375,40290,351.31,,,40275,260.88,40277,376.31,40234,734.31482,,
40294,2947.04,,,40261,5677.88,40287,11199.5,40260,1174.17,40267,182.1444,40289,353.66,,,40274,260.39,40276,370.06,,,,
40291,2918.11,,,40260,5673.63,40284,11259.7,40259,1165.81,40266,182.0576,40288,354.86,,,40269,256.55,40275,373.32,,,,
40290,2897.59,,,40259,5644.54,40283,11523.5,40256,1159.9,40263,181.8359,40287,348.57,,,40268,253.32,40274,374.45,,,,
40289,2947.64,,,40256,5650.12,40282,11503.7,40255,1165.83,40262,181.8403,40284,349.75,,,40267,255.11,40269,373.05,,,,
40288,2983.91,,,40255,5642.62,40281,11461,40254,1166.21,40261,182.0841,40283,355.57,,,40266,253.82,40268,367.99,,,,
40287,2940.19,,,40254,5644.63,40280,11460.8,40253,1159.46,40260,182.1524,40282,356.67,,,40263,252.97,40267,369.44,,,,
40284,2949.65,,,40253,5620.43,40277,11394.2,40252,1150.51,40259,181.9564,40281,354.43,,,40262,253.89,40266,369.62,,,,
40283,3012.65,,,40252,5593.85,40276,11076.3,40249,1149.99,40256,181.677,40280,355.34,,,40261,254.49,40263,368.53,,,,
40282,3008.03,,,40249,5625.65,40275,11191.3,40248,1150.24,40255,181.7012,40277,355.89,,,40260,252.54,40262,369.28,,,,
40281,2988.24,,,40248,5617.26,40274,11160.6,40247,1145.61,40254,181.8924,40276,350.89,,,40259,251.63,40261,365.2,,,,
40280,3002.23,,,40247,5640.57,40269,11067.9,40246,1140.45,40253,181.6447,40275,353.89,,,40256,251.5,40260,365.64,,,,
40277,2993.54,,,40246,5602.3,40268,10871.3,40245,1138.5,40252,181.4413,40274,355.61,,,40255,251.98,40259,363.75,,,,
40276,2942.31,,,40245,5606.72,40267,10980.7,40242,1138.7,40249,181.2692,40269,351.44,,,40254,250.96,40256,364.46,,,,
40275,2974.62,,,40242,5599.76,40266,11091,40241,1122.97,40248,181.1453,40268,344.22,,,40253,249.03,40255,366.29,,,,
40274,2989.49,,,40241,5527.16,40263,11071.1,40240,1118.79,40247,181.3188,40267,343.6,,,40252,248.98,40254,367.75,,,,
40269,2978.5,,,40240,5533.21,40262,11091.4,40239,1118.31,40246,181.4141,40266,343.96,,,40249,248.73,40253,365.35,,,,
40268,2931.16,,,40239,5484.06,40261,10866.3,40238,1115.71,40245,181.1906,40263,343.81,,,40248,250.14,40252,361.97,,,,
40267,2939.68,,,40238,5405.94,40260,10996.2,40235,1104.49,40242,181.0928,40262,345.61,,,40247,249.8,40249,364.64,,,,
40266,2947.49,,,40235,5354.52,40259,10861.9,40234,1102.94,40241,181.1835,40261,341.74,,,40246,249.7,40248,364.53,,,,
40263,2940.94,,,40234,5278.22,40256,10990.8,,,40240,181.0807,40260,341.51,,,40245,248.02,40247,365.05,,,,
40262,2948.09,,,,,40255,11073.5,,,40239,181.1229,40259,338.13,,,40242,246.96,40246,362.18,,,,
40261,2903.94,,,,,40254,11166.8,,,40238,181.1361,40256,338.65,,,40241,243.5,40245,362.33,,,,
40260,2910.52,,,,,40253,11059.3,,,40235,181.0693,40255,341.95,,,40240,243.23,40242,362.11,,,,
40259,2890.75,,,,,40252,10957.8,,,40234,180.7879,40254,343.06,,,40239,243.54,40241,355.93,,,,
40256,2897.95,,,,,40249,11077,,,,,40253,339.26,,,40238,242.95,40240,356.26,,,,
40255,2913.74,,,,,40248,11045.4,,,,,40252,335.11,,,40235,237.7,40239,352.85,,,,
40254,2931.31,,,,,40247,11121,,,,,40249,339.57,,,40234,237.7,40238,349.4,,,,
40253,2905.93,,,,,40246,11002.8,,,,,40248,339.02,,,,,40235,344.14,,,,
40252,2870.55,,,,,40245,11078.3,,,,,40247,340.97,,,,,40234,340.57,,,,
40249,2898.36,,,,,40242,11019.8,,,,,40246,339.09,,,,,,,,,,
40248,2895.74,,,,,40241,10745.3,,,,,40245,338.17,,,,,,,,,,
40247,2909.4,,,,,40240,10664.5,,,,,40242,338.68,,,,,,,,,,
40246,2880.71,,,,,40239,10521.5,,,,,40241,332.45,,,,,,,,,,
40245,2879.29,,,,,40238,10434.9,,,,,40240,331.86,,,,,,,,,,
40242,2877.44,,,,,40235,10333.6,,,,,40239,328.24,,,,,,,,,,
40241,2816.1,,,,,40234,10126.2,,,,,40238,324.37,,,,,,,,,,
40240,2822.59,,,,,,,,,,,40235,317.74,,,,,,,,,,
40239,2796.33,,,,,,,,,,,40234,314.85,,,,,,,,,,
40238,2772.7,,,,,,,,,,,,,,,,,,,,,,
40235,2728.47,,,,,,,,,,,,,,,,,,,,,,
40234,2684.42,,,,,,,,,,,,,,,,,,,,,,
